"COW","ANNUAL.QUARTERLY.DATA","COUNTRY.NUMBER","YEAR","TYPE.OF.DATA","PROTEST.DEMONSTRATIONS","REGIME.SUPPRTD.DMNSTRTN","RIOT","ARMED.ATTACK","ASSASSINATION.SUCCESS.","POLITICAL.STRIKES","EXECUTIVE.RENEWAL","EXECUTIVE.ADJUSTMENTS","UNSUC.REG.EXEC.TRANSFER","REG.EXECUTIVE.TRANSFER","UNSUC.IRREG.EXEC.TRANS","IRREG.EXEC.TRANSFER","ELECTION","IMPOSITION.OF.POL.SANCT","POLITICAL.EXECUTION","RELAXATION.OF.SANCTION","DEATHS.FROM.DOM.VIOLENCE","ICPSR.STUDY.NUMBER.7761","ICPSR.EDITION.NUMBER.2","ICPSR.PART.NUMBER.3"
212,100,212,1953,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7761,2,3
212,100,212,1954,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7761,2,3
212,100,212,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
212,100,212,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
212,100,212,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
212,100,212,1958,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7761,2,3
212,100,212,1959,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7761,2,3
212,100,212,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
212,100,212,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
212,100,212,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
212,100,212,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
212,100,212,1964,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7761,2,3
212,100,212,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
212,100,212,1966,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7761,2,3
212,100,212,1967,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7761,2,3
212,100,212,1968,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7761,2,3
212,100,212,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
212,100,212,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
212,100,212,1971,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
212,100,212,1972,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7761,2,3
212,100,212,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
212,100,212,1974,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7761,2,3
212,100,212,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
212,100,212,1976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7761,2,3
212,100,212,1977,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7761,2,3
212,100,212,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
212,100,212,1979,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7761,2,3
212,100,212,1980,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7761,2,3
212,100,212,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
212,100,212,1982,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
220,100,220,1948,0,11,2,16,17,0,22,19,1,4,3,0,0,0,20,0,0,1,7761,2,3
220,100,220,1949,0,3,1,1,2,0,2,9,5,5,1,0,0,1,22,0,1,0,7761,2,3
220,100,220,1950,0,3,0,19,25,0,13,19,3,7,2,0,0,0,28,0,1,1,7761,2,3
220,100,220,1951,0,1,15,6,0,0,6,25,1,7,2,0,0,1,13,0,1,0,7761,2,3
220,100,220,1952,0,8,0,6,3,0,2,20,0,4,2,0,0,1,38,0,1,1,7761,2,3
220,100,220,1953,0,5,0,5,2,0,2,4,2,17,3,0,0,0,10,0,2,7,7761,2,3
220,100,220,1954,0,2,1,1,2,0,0,10,5,0,1,0,0,0,8,0,0,0,7761,2,3
220,100,220,1955,0,22,0,24,5,0,0,8,3,4,1,0,0,1,10,0,0,0,7761,2,3
220,100,220,1956,0,32,6,22,5,0,15,31,5,0,1,0,0,1,14,0,1,0,7761,2,3
220,100,220,1957,0,3,0,2,4,0,1,13,0,5,2,0,0,0,2,0,0,1,7761,2,3
220,100,220,1958,0,8,19,13,34,0,3,4,2,3,1,0,1,4,28,0,4,15,7761,2,3
220,100,220,1959,0,19,7,1,18,0,2,4,3,0,0,0,0,1,6,0,1,0,7761,2,3
220,100,220,1960,0,35,0,7,15,0,7,4,3,0,0,0,0,0,39,1,2,0,7761,2,3
220,100,220,1961,0,39,9,0,110,0,3,2,4,0,0,1,0,1,49,0,7,3,7761,2,3
220,100,220,1962,0,1,23,1,296,0,11,7,4,1,1,0,0,4,87,2,7,81,7761,2,3
220,100,220,1963,0,12,1,0,3,0,1,0,0,0,0,0,0,0,33,1,5,1,7761,2,3
220,100,220,1964,0,9,0,0,7,0,1,1,0,0,0,0,0,0,14,0,2,1,7761,2,3
220,100,220,1965,0,3,0,0,1,0,0,0,0,0,0,0,0,1,13,0,2,0,7761,2,3
220,100,220,1966,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,10,0,7761,2,3
220,100,220,1967,0,7,0,3,1,0,2,4,1,0,1,0,0,2,2,0,4,0,7761,2,3
220,100,220,1968,0,30,4,12,13,0,11,0,2,2,1,0,0,2,27,0,12,7,7761,2,3
220,100,220,1969,0,5,1,6,2,0,4,0,1,0,2,0,0,2,11,0,1,0,7761,2,3
220,100,220,1970,0,10,0,7,46,0,1,0,1,0,0,0,0,0,13,0,4,0,7761,2,3
220,100,220,1971,0,9,0,7,4,0,2,0,3,0,0,0,0,0,8,0,1,2,7761,2,3
220,100,220,1972,0,6,0,2,3,0,9,0,2,0,1,0,0,1,8,0,2,1,7761,2,3
220,100,220,1973,0,19,0,11,21,0,11,1,2,0,0,0,0,1,26,0,0,7,7761,2,3
220,100,220,1974,0,31,0,19,38,1,7,1,3,1,3,0,0,2,28,0,6,8,7761,2,3
220,100,220,1975,0,21,1,8,63,1,2,0,1,0,0,0,0,0,51,0,6,10,7761,2,3
220,100,220,1976,0,13,4,4,68,2,8,0,3,1,1,0,0,0,11,0,6,12,7761,2,3
220,100,220,1977,0,11,0,4,19,0,6,1,1,0,0,0,0,0,14,0,3,5,7761,2,3
220,100,220,1978,0,3,1,0,15,0,1,1,3,0,0,0,0,1,3,0,0,0,7761,2,3
220,100,220,1979,0,9,0,5,1219,1,2,0,2,0,0,0,0,1,6,0,0,0,7761,2,3
220,100,220,1980,0,12,0,5,444,1,6,0,3,0,0,0,0,0,14,0,0,0,7761,2,3
220,100,220,1981,0,8,0,0,68,1,0,1,2,0,2,0,0,2,5,0,0,0,7761,2,3
220,100,220,1982,0,10,0,0,149,1,1,0,1,0,0,0,0,1,6,0,0,0,7761,2,3
225,100,225,1948,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,7761,2,3
225,100,225,1949,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,7761,2,3
225,100,225,1950,0,0,0,0,0,0,0,0,1,0,1,0,0,2,3,0,0,0,7761,2,3
225,100,225,1951,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,7761,2,3
225,100,225,1952,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,7761,2,3
225,100,225,1953,0,0,0,0,0,0,0,0,2,0,1,0,0,2,5,0,0,0,7761,2,3
225,100,225,1954,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,7761,2,3
225,100,225,1955,0,0,0,0,1,0,0,0,0,0,1,0,0,1,14,0,1,0,7761,2,3
225,100,225,1956,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7761,2,3
225,100,225,1957,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,7761,2,3
225,100,225,1958,0,0,0,0,1,0,0,0,0,0,1,0,0,1,5,0,1,0,7761,2,3
225,100,225,1959,0,0,0,1,0,0,1,1,1,0,1,0,0,2,6,0,1,0,7761,2,3
225,100,225,1960,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,7761,2,3
225,100,225,1961,0,0,0,1,0,0,0,0,2,0,1,0,0,1,4,0,0,0,7761,2,3
225,100,225,1962,0,0,1,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,7761,2,3
225,100,225,1963,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,0,0,0,7761,2,3
225,100,225,1964,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,0,0,0,7761,2,3
225,100,225,1965,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,7761,2,3
225,100,225,1966,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,7761,2,3
225,100,225,1967,0,0,1,0,1,0,0,0,2,0,1,0,0,1,2,0,0,0,7761,2,3
225,100,225,1968,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,7761,2,3
225,100,225,1969,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,7761,2,3
225,100,225,1970,0,4,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,7761,2,3
225,100,225,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7761,2,3
225,100,225,1972,0,2,0,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,7761,2,3
225,100,225,1973,0,0,0,1,1,0,0,0,1,0,1,0,0,2,0,0,1,0,7761,2,3
225,100,225,1974,0,3,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,7761,2,3
225,100,225,1975,0,1,0,2,0,0,0,0,0,0,1,0,0,1,5,0,0,0,7761,2,3
225,100,225,1976,0,3,0,0,1,0,0,0,0,0,1,0,0,1,5,0,0,0,7761,2,3
225,100,225,1977,0,0,0,0,1,0,0,0,1,0,1,0,0,2,4,0,1,0,7761,2,3
225,100,225,1978,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7761,2,3
225,100,225,1979,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,7761,2,3
225,100,225,1980,0,3,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,7761,2,3
225,100,225,1981,0,0,0,1,3,0,0,0,1,0,0,0,0,3,1,0,0,0,7761,2,3
225,100,225,1982,0,5,0,0,5,0,0,0,0,0,1,0,0,2,3,0,0,0,7761,2,3
230,100,230,1948,0,6,1,1,2,0,0,0,1,0,0,0,0,0,26,2,2,39,7761,2,3
230,100,230,1949,0,5,0,0,10,0,0,0,2,0,0,0,0,0,10,9,5,1,7761,2,3
230,100,230,1950,0,0,0,0,1,1,0,0,0,0,0,0,0,0,18,0,2,0,7761,2,3
230,100,230,1951,0,0,0,11,7,0,7,0,2,0,0,0,0,0,13,0,4,4,7761,2,3
230,100,230,1952,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,14,6,0,7761,2,3
230,100,230,1953,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,7761,2,3
230,100,230,1954,0,2,5,7,0,0,0,0,0,0,0,0,0,0,14,0,1,0,7761,2,3
230,100,230,1955,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7761,2,3
230,100,230,1956,0,6,0,5,0,0,6,0,1,0,0,0,0,0,18,0,3,0,7761,2,3
230,100,230,1957,0,1,2,1,0,1,10,0,1,0,0,0,0,0,8,0,3,0,7761,2,3
230,100,230,1958,0,1,0,5,0,0,0,0,0,0,0,0,0,0,20,0,1,0,7761,2,3
230,100,230,1959,0,0,6,0,0,0,2,0,0,0,0,0,0,0,20,0,4,0,7761,2,3
230,100,230,1960,0,1,1,0,6,0,1,0,0,0,0,0,0,0,19,1,1,7,7761,2,3
230,100,230,1961,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,1,1,7761,2,3
230,100,230,1962,0,17,0,1,18,0,5,0,1,0,0,0,0,0,55,0,9,1,7761,2,3
230,100,230,1963,0,0,2,0,10,0,0,0,0,0,0,0,0,0,4,3,1,0,7761,2,3
230,100,230,1964,0,0,5,0,12,0,1,0,0,0,0,0,0,0,16,0,5,0,7761,2,3
230,100,230,1965,0,9,0,5,1,0,1,0,1,0,0,0,0,0,19,0,3,0,7761,2,3
230,100,230,1966,0,7,2,8,6,0,1,0,0,0,0,0,0,1,34,0,16,1,7761,2,3
230,100,230,1967,0,30,0,21,2,0,14,0,2,0,0,0,0,1,65,0,7,1,7761,2,3
230,100,230,1968,0,6,1,8,4,0,3,0,0,0,0,0,0,0,37,0,5,2,7761,2,3
230,100,230,1969,0,12,2,1,1,0,1,0,0,0,2,0,0,0,22,0,6,0,7761,2,3
230,100,230,1970,0,10,6,6,2,0,3,0,1,0,0,0,0,0,13,0,3,0,7761,2,3
230,100,230,1971,0,1,1,0,5,0,0,0,0,0,0,0,0,1,11,0,4,0,7761,2,3
230,100,230,1972,0,12,0,7,21,0,7,0,0,0,0,0,0,0,37,0,1,7,7761,2,3
230,100,230,1973,0,23,0,3,31,1,1,0,1,0,2,0,0,0,33,0,2,13,7761,2,3
230,100,230,1974,0,21,1,29,19,0,5,0,3,0,3,0,0,0,73,1,4,14,7761,2,3
230,100,230,1975,0,91,2,29,57,1,71,1,5,0,3,0,0,0,224,5,37,42,7761,2,3
230,100,230,1976,0,61,3,60,43,2,24,0,3,0,2,0,0,1,139,0,42,40,7761,2,3
230,100,230,1977,0,41,1,60,62,2,11,1,6,1,0,0,0,1,103,0,20,43,7761,2,3
230,100,230,1978,0,156,0,15,65,2,2,0,4,0,1,0,0,1,12,0,1,0,7761,2,3
230,100,230,1979,0,17,0,13,92,6,6,1,0,0,1,0,0,2,12,0,3,0,7761,2,3
230,100,230,1980,0,2,0,4,69,2,1,0,3,0,0,0,0,2,6,0,0,0,7761,2,3
230,100,230,1981,0,30,2,3,47,1,3,0,2,0,1,1,0,1,23,0,4,0,7761,2,3
230,100,230,1982,0,5,0,2,51,1,2,0,2,0,3,0,0,2,5,0,1,0,7761,2,3
235,100,235,1948,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,7761,2,3
235,100,235,1949,0,0,0,0,0,0,0,1,0,0,0,0,0,2,12,0,1,0,7761,2,3
235,100,235,1950,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,2,0,7761,2,3
235,100,235,1951,0,0,0,1,0,0,0,0,0,0,2,0,0,1,4,0,0,0,7761,2,3
235,100,235,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,7761,2,3
235,100,235,1953,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,7761,2,3
235,100,235,1954,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7761,2,3
235,100,235,1955,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7761,2,3
235,100,235,1956,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
235,100,235,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,7761,2,3
235,100,235,1958,0,1,0,19,0,0,0,1,1,0,1,0,0,1,14,0,1,2,7761,2,3
235,100,235,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7761,2,3
235,100,235,1960,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7761,2,3
235,100,235,1961,0,1,4,0,3,0,0,1,3,0,0,0,0,1,15,0,4,0,7761,2,3
235,100,235,1962,0,11,0,13,3,0,7,0,2,0,0,1,0,0,26,0,5,22,7761,2,3
235,100,235,1963,0,0,2,1,0,0,0,0,1,0,0,0,0,0,8,0,1,1,7761,2,3
235,100,235,1964,0,1,1,1,1,0,0,0,0,0,0,0,0,0,12,0,1,1,7761,2,3
235,100,235,1965,0,3,0,1,2,1,0,1,1,0,0,0,0,2,20,0,4,0,7761,2,3
235,100,235,1966,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0,2,0,7761,2,3
235,100,235,1967,0,0,0,0,5,0,0,0,1,0,0,0,0,0,13,0,1,0,7761,2,3
235,100,235,1968,0,7,0,3,1,0,1,0,2,0,1,0,0,0,16,0,6,0,7761,2,3
235,100,235,1969,0,7,0,2,2,0,4,0,1,0,0,0,0,1,10,0,2,0,7761,2,3
235,100,235,1970,0,0,0,2,4,0,0,0,1,0,0,0,0,0,4,0,2,2,7761,2,3
235,100,235,1971,0,2,0,0,2,0,1,0,0,0,0,0,0,0,9,0,1,0,7761,2,3
235,100,235,1972,0,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0,1,0,7761,2,3
235,100,235,1973,0,2,0,2,5,0,0,1,0,0,0,0,0,1,15,0,1,2,7761,2,3
235,100,235,1974,0,61,11,16,12,0,14,0,10,0,5,1,1,0,99,0,21,3,7761,2,3
235,100,235,1975,0,131,11,103,46,0,5,1,23,0,2,3,0,1,174,0,27,17,7761,2,3
235,100,235,1976,0,14,0,18,19,0,3,0,5,0,3,0,0,2,19,0,9,16,7761,2,3
235,100,235,1977,0,4,0,5,10,0,0,0,5,0,0,0,0,0,4,0,3,0,7761,2,3
235,100,235,1978,0,5,0,3,6,0,1,0,2,1,3,0,0,0,1,0,4,0,7761,2,3
235,100,235,1979,0,1,0,0,1,0,0,0,1,1,2,0,0,1,0,0,1,1,7761,2,3
235,100,235,1980,0,4,0,2,3,0,1,2,0,0,0,0,0,2,0,0,0,0,7761,2,3
235,100,235,1981,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,7761,2,3
235,100,235,1982,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,7761,2,3
260,100,260,1955,0,6,4,4,5,0,0,1,5,0,2,0,0,0,23,0,2,0,7761,2,3
260,100,260,1956,0,0,0,1,0,0,0,0,1,0,0,0,0,0,21,0,1,0,7761,2,3
260,100,260,1957,0,0,0,0,0,0,0,1,4,0,0,0,0,1,28,0,3,0,7761,2,3
260,100,260,1958,0,1,0,1,3,0,0,0,1,0,0,0,0,0,28,0,3,0,7761,2,3
260,100,260,1959,0,1,2,1,1,0,0,0,1,0,2,0,0,0,38,0,2,0,7761,2,3
260,100,260,1960,0,1,3,2,0,0,0,0,3,0,0,0,0,0,52,0,3,0,7761,2,3
260,100,260,1961,0,0,9,4,1,0,1,1,3,2,1,0,0,1,25,0,0,0,7761,2,3
260,100,260,1962,0,0,3,12,4,0,0,0,3,0,3,0,0,0,28,0,3,0,7761,2,3
260,100,260,1963,0,0,3,1,5,0,0,0,2,0,1,0,0,0,7,0,1,0,7761,2,3
260,100,260,1964,0,1,0,1,1,0,0,0,3,0,1,0,0,0,8,0,1,0,7761,2,3
260,100,260,1965,0,57,1,0,1,0,0,1,3,0,0,0,0,1,15,0,0,0,7761,2,3
260,100,260,1966,0,9,1,1,0,0,0,0,3,0,1,0,0,0,26,0,5,0,7761,2,3
260,100,260,1967,0,19,8,8,9,0,0,0,0,0,0,0,0,0,24,0,7,4,7761,2,3
260,100,260,1968,0,39,0,16,4,0,3,0,3,0,1,0,0,0,14,0,1,5,7761,2,3
260,100,260,1969,0,11,1,13,20,0,0,0,1,0,1,0,0,2,11,0,0,3,7761,2,3
260,100,260,1970,0,12,0,7,6,0,0,0,0,0,0,0,0,1,4,0,4,0,7761,2,3
260,100,260,1971,0,6,0,1,1,1,0,0,1,0,0,0,0,0,4,0,0,1,7761,2,3
260,100,260,1972,0,4,1,0,8,0,0,1,3,1,0,0,0,1,19,0,1,24,7761,2,3
260,100,260,1973,0,5,1,2,3,0,0,0,0,0,0,0,0,0,12,0,1,0,7761,2,3
260,100,260,1974,0,9,4,2,6,1,1,0,1,0,3,0,0,0,80,0,4,3,7761,2,3
260,100,260,1975,0,4,0,1,5,0,0,0,0,0,0,0,0,0,37,0,2,2,7761,2,3
260,100,260,1976,0,5,0,3,2,1,0,1,2,0,0,0,0,1,13,0,0,1,7761,2,3
260,100,260,1977,0,12,0,0,6,1,0,0,1,0,0,0,0,0,15,0,1,12,7761,2,3
260,100,260,1978,0,7,0,4,4,0,0,0,2,0,0,0,0,0,5,0,0,0,7761,2,3
260,100,260,1979,0,14,0,1,12,0,0,0,1,0,0,0,0,1,11,0,1,0,7761,2,3
260,100,260,1980,0,2,0,1,32,0,0,1,0,0,0,0,0,2,6,0,1,0,7761,2,3
260,100,260,1981,0,15,0,2,435,0,0,0,2,0,0,0,0,0,2,0,3,0,7761,2,3
260,100,260,1982,0,18,2,3,17,0,0,0,1,0,2,0,0,0,5,0,0,0,7761,2,3
265,100,265,1954,0,5,2,6,10,0,0,1,3,1,2,0,0,2,45,0,8,3,7761,2,3
265,100,265,1955,0,0,1,0,0,0,1,0,4,0,1,0,0,0,28,9,2,0,7761,2,3
265,100,265,1956,0,9,7,5,0,0,5,0,1,0,0,0,0,0,24,0,8,0,7761,2,3
265,100,265,1957,0,1,1,0,0,0,2,1,1,0,0,0,0,0,26,0,0,0,7761,2,3
265,100,265,1958,0,1,1,0,0,0,0,1,3,0,0,0,0,1,19,0,1,0,7761,2,3
265,100,265,1959,0,0,2,1,10,0,0,0,0,0,0,0,0,0,28,0,3,0,7761,2,3
265,100,265,1960,0,0,2,7,0,0,0,0,3,0,2,0,0,0,48,0,10,0,7761,2,3
265,100,265,1961,0,1,0,0,3,0,0,0,2,0,0,0,0,0,71,0,4,4,7761,2,3
265,100,265,1962,0,0,0,0,14,0,1,0,1,0,0,0,0,0,96,0,7,5,7761,2,3
265,100,265,1963,0,0,0,0,3,0,0,1,4,0,0,0,0,1,28,0,2,4,7761,2,3
265,100,265,1964,0,1,1,0,0,0,0,0,0,0,1,0,0,0,25,0,11,2,7761,2,3
265,100,265,1965,0,0,1,1,0,0,0,0,3,0,0,0,0,0,32,0,0,0,7761,2,3
265,100,265,1966,0,0,0,0,0,0,0,0,2,0,0,0,0,0,34,1,13,5,7761,2,3
265,100,265,1967,0,0,1,0,1,0,0,2,1,0,0,0,0,0,13,0,5,0,7761,2,3
265,100,265,1968,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,7761,2,3
265,100,265,1969,0,0,1,1,0,0,0,0,2,0,0,0,0,0,17,0,5,0,7761,2,3
265,100,265,1970,0,2,2,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,7761,2,3
265,100,265,1971,0,0,1,0,0,0,0,3,1,0,1,0,0,1,4,0,1,0,7761,2,3
265,100,265,1972,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,7761,2,3
265,100,265,1973,0,0,3,0,0,0,0,0,1,0,3,0,0,0,10,0,1,0,7761,2,3
265,100,265,1974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
265,100,265,1975,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,7761,2,3
265,100,265,1976,0,4,2,0,0,0,0,0,1,0,2,0,0,1,12,0,1,0,7761,2,3
265,100,265,1977,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7761,2,3
265,100,265,1978,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,7761,2,3
265,100,265,1979,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,7761,2,3
265,100,265,1980,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,7761,2,3
265,100,265,1981,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,7761,2,3
265,100,265,1982,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
290,100,290,1948,0,0,1,1,1,0,0,0,2,0,1,0,0,0,41,23,3,0,7761,2,3
290,100,290,1949,0,0,5,0,1,0,0,0,9,0,0,0,0,0,83,5,1,8,7761,2,3
290,100,290,1950,0,0,0,0,0,0,0,0,5,0,0,0,0,0,45,0,3,0,7761,2,3
290,100,290,1951,0,0,0,0,2,0,0,0,3,0,0,0,0,0,29,19,1,9,7761,2,3
290,100,290,1952,0,0,0,0,2,0,0,0,2,0,1,0,0,1,16,0,1,0,7761,2,3
290,100,290,1953,0,0,0,5,15,0,1,0,0,0,0,0,0,0,28,81,2,0,7761,2,3
290,100,290,1954,0,0,0,1,0,0,0,0,6,0,1,0,0,0,18,0,3,0,7761,2,3
290,100,290,1955,0,0,0,0,0,0,0,0,4,0,0,0,0,0,19,1,2,0,7761,2,3
290,100,290,1956,0,27,33,26,27,0,2,0,20,0,2,0,0,1,46,31000,41,536,7761,2,3
290,100,290,1957,0,11,0,16,6,0,1,1,5,0,0,0,0,1,38,0,13,0,7761,2,3
290,100,290,1958,0,1,0,5,6,0,0,0,2,0,0,0,0,0,39,0,8,0,7761,2,3
290,100,290,1959,0,0,2,2,0,0,0,0,3,0,1,0,0,0,21,0,2,0,7761,2,3
290,100,290,1960,0,0,5,7,5,0,0,0,3,0,0,0,0,0,25,0,0,0,7761,2,3
290,100,290,1961,0,1,0,2,1,0,0,1,1,0,0,0,0,1,32,0,3,0,7761,2,3
290,100,290,1962,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11,1,3,0,7761,2,3
290,100,290,1963,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12,0,2,0,7761,2,3
290,100,290,1964,0,1,0,0,0,0,0,1,1,0,1,0,0,0,12,0,1,0,7761,2,3
290,100,290,1965,0,0,2,0,0,0,0,2,1,0,0,0,0,1,7,1,0,0,7761,2,3
290,100,290,1966,0,13,6,2,3,0,0,0,1,0,0,0,0,0,31,0,1,0,7761,2,3
290,100,290,1967,0,0,0,0,2,0,0,0,0,0,0,0,0,0,21,0,1,0,7761,2,3
290,100,290,1968,0,18,2,7,0,0,6,1,5,0,1,0,0,0,52,0,2,0,7761,2,3
290,100,290,1969,0,1,0,0,0,0,0,2,0,0,0,0,0,1,3,0,1,0,7761,2,3
290,100,290,1970,0,4,0,5,4,0,3,0,3,0,3,0,0,0,17,0,2,20,7761,2,3
290,100,290,1971,0,2,1,0,0,0,5,0,8,0,0,0,0,0,2,0,0,0,7761,2,3
290,100,290,1972,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,7761,2,3
290,100,290,1973,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7761,2,3
290,100,290,1974,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7761,2,3
290,100,290,1975,0,4,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7761,2,3
290,100,290,1976,0,7,1,1,1,0,1,2,2,0,0,0,0,1,6,0,1,2,7761,2,3
290,100,290,1977,0,7,2,0,0,0,0,0,1,0,0,0,0,0,7,0,5,0,7761,2,3
290,100,290,1978,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7761,2,3
290,100,290,1979,0,3,1,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,7761,2,3
290,100,290,1980,0,7,0,0,2,0,174,1,7,0,0,0,1,1,15,0,11,0,7761,2,3
290,100,290,1981,0,58,0,7,9,0,46,0,6,0,4,0,0,0,37,0,21,0,7761,2,3
