"","YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","HRW","hathaway","ITT","genocide","rummel","massive_repression","executions","negative_sanctions","mass_killing","killing_low","killing_best","killing_high","killing_present","COW_YEAR","id","theta_mean","theta_sd"
"164",1992,NA,31,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-1992",1974,1.63634257069135,0.362224482473735
"165",1993,NA,31,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-1993",1975,1.6027998737506,0.356956469901314
"166",1994,NA,31,NA,NA,NA,NA,1,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-1994",1976,1.53662087518497,0.334694247802929
"167",1995,NA,31,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-1995",1977,1.68660776291968,0.347919760956498
"168",1996,NA,31,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-1996",1978,1.77471779381465,0.355302603389161
"169",1997,NA,31,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-1997",1979,1.85247884044959,0.348314269018837
"170",1998,NA,31,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-1998",1980,1.89240850949306,0.334861507330831
"171",1999,NA,31,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-1999",1981,1.88551052170279,0.32609432077975
"172",2000,NA,31,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2000",1982,1.82146641428933,0.323497350384015
"173",2001,134,31,2,2,2,1,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2001",1983,1.69133850018387,0.297163679232801
"174",2002,NA,31,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2002",1984,1.41086807711874,0.283577601741095
"175",2003,134,31,2,1,2,1,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2003",1985,1.27240227026949,0.248896329524292
"176",2004,134,31,2,1,2,1,1,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2004",1986,1.3068952227761,0.245061999873244
"177",2005,134,31,2,2,2,1,2,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2005",1987,1.3440704307527,0.242227623631611
"178",2006,134,31,2,1,2,1,2,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2006",1988,1.21806766702846,0.249850070729885
"179",2007,134,31,2,1,2,1,3,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2007",1989,0.967350062226507,0.247150964295281
"180",2008,134,31,2,1,2,1,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2008",1990,0.915005049951147,0.236119009549632
"181",2009,134,31,2,1,2,1,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2009",1991,0.905659526032296,0.224207492532378
"182",2010,134,31,2,1,2,1,1,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2010",1992,0.937871980698695,0.230028092401621
"183",2011,134,31,2,1,2,1,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2011",1993,0.88988230946126,0.226435158458871
"184",2012,NA,31,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2012",1994,0.855871594443246,0.234924012838771
"185",2013,NA,31,NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2013",1995,0.848852032022383,0.247236296063849
"186",2014,NA,31,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2014",1996,0.832628895918193,0.247316500240599
"187",2015,NA,31,NA,NA,NA,NA,3,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2015",1997,0.772813193549105,0.254877779279123
"188",2016,NA,31,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2016",1998,0.830395231451125,0.273015426349467
"189",2017,NA,31,NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2017",1999,0.844839946787496,0.312519762229561
"190",1946,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,"40-1946",3602,-0.306837463379153,0.533393357938967
"191",1947,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,"40-1947",3603,-0.33970922290571,0.501863071437576
"192",1948,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,"40-1948",3604,-0.371489557106285,0.489829957913044
"193",1949,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"40-1949",3605,-0.39418520863249,0.455674459428917
"194",1950,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"40-1950",3606,-0.43326302258177,0.441286377505186
"195",1951,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"40-1951",3607,-0.467894494282484,0.423360228750865
"196",1952,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"40-1952",3608,-0.51468468555261,0.410535537313853
"197",1953,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"40-1953",3609,-0.562821899263179,0.39266416870513
"198",1954,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"40-1954",3610,-0.620441237032176,0.390203524763999
"199",1955,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"40-1955",3611,-0.700059435066327,0.390846667050768
"200",1956,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"40-1956",3612,-0.801930316639744,0.397370823326281
"201",1957,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"40-1957",3613,-0.93901463582218,0.407314879813047
"202",1958,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"40-1958",3614,-1.15374667387653,0.446067359380767
"203",1959,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"40-1959",3615,-1.93125623370906,0.281561510905152
"204",1960,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"40-1960",3616,-2.06336995871669,0.246291666825786
"205",1961,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"40-1961",3617,-2.12615070902226,0.231608437883373
"206",1962,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"40-1962",3618,-2.1502340865822,0.225407205678647
"207",1963,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"40-1963",3619,-2.16761394716687,0.22924959171212
"208",1964,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"40-1964",3620,-2.17294333019283,0.221631741748186
"209",1965,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"40-1965",3621,-2.17105064406714,0.218052799536773
"210",1966,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"40-1966",3622,-2.16540707047729,0.219310707731537
"211",1967,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"40-1967",3623,-2.15214885759828,0.227416296218772
"212",1968,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"40-1968",3624,-2.12243805808077,0.229906716620344
"213",1969,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"40-1969",3625,-2.07184946085189,0.23579859462329
"214",1970,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"40-1970",3626,-1.95649611547214,0.242369393110332
"215",1971,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,NA,"40-1971",3627,-1.76675397757736,0.240019454244587
"216",1972,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,"40-1972",3628,-1.66578133724379,0.231899743445828
"217",1973,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,NA,"40-1973",3629,-1.60943374911465,0.229792973332132
"218",1974,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,"40-1974",3630,-1.55886282881722,0.227465600412238
"219",1975,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,"40-1975",3631,-1.54386406849021,0.231425601387301
"220",1976,NA,40,NA,NA,NA,NA,3,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,"40-1976",3632,-1.53859261328114,0.226091640601074
"221",1977,NA,40,NA,NA,NA,NA,3,4,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,"40-1977",3633,-1.62969885812677,0.216740629928249
"222",1978,NA,40,NA,NA,NA,NA,4,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,"40-1978",3634,-1.63393094089059,0.215498002192371
"223",1979,NA,40,NA,NA,NA,NA,3,3,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,"40-1979",3635,-1.58068293473403,0.203230928178569
"224",1980,NA,40,NA,NA,NA,NA,3,3,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,NA,"40-1980",3636,-1.55167862650715,0.203163233012744
"225",1981,233,40,1,2,0,1,3,3,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,NA,"40-1981",3637,-1.55306554012502,0.194128938414149
"226",1982,233,40,1,1,0,0,3,3,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,NA,"40-1982",3638,-1.62066104471527,0.19211276560402
"227",1983,233,40,0,1,0,0,3,3,NA,NA,NA,0,1,0,NA,NA,0,NA,NA,NA,NA,"40-1983",3639,-1.64379938038687,0.200088225920481
"228",1984,233,40,1,1,0,0,3,3,NA,NA,NA,0,1,0,NA,NA,0,NA,NA,NA,NA,"40-1984",3640,-1.63349113739555,0.199732708953742
"229",1985,233,40,1,1,1,0,3,3,NA,4,NA,0,1,0,NA,NA,0,NA,NA,NA,NA,"40-1985",3641,-1.63766940747118,0.193480651753662
"230",1986,233,40,1,0,0,0,3,4,NA,4,NA,0,1,0,NA,NA,0,NA,NA,NA,NA,"40-1986",3642,-1.69731126502896,0.193704519468931
"231",1987,233,40,1,1,0,0,3,3,NA,4,NA,0,1,0,NA,NA,0,NA,NA,NA,NA,"40-1987",3643,-1.5388040201297,0.200291629874555
"232",1988,233,40,2,2,0,0,3,3,NA,4,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,"40-1988",3644,-1.34307588278317,0.206994820917873
"233",1989,233,40,2,1,0,0,3,3,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-1989",3645,-1.24237210645026,0.201694154771401
"234",1990,233,40,2,1,0,0,3,3,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-1990",3646,-1.12798636707222,0.203878390174768
"235",1991,233,40,2,2,0,0,3,3,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-1991",3647,-1.04593901595924,0.201079375271926
"236",1992,233,40,2,1,0,0,3,3,NA,4,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-1992",3648,-1.03558187642089,0.192694581937497
"237",1993,233,40,2,1,0,0,3,3,NA,4,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-1993",3649,-1.00076622138113,0.195565872147438
"238",1994,233,40,2,1,0,0,3,3,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-1994",3650,-0.95090605843579,0.19576242797739
"239",1995,233,40,2,1,0,0,4,3,NA,3,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-1995",3651,-0.968058836764883,0.198070268262928
"240",1996,233,40,2,1,0,0,3,3,NA,3,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-1996",3652,-0.885479419751775,0.196578254076312
"241",1997,233,40,2,2,0,0,3,3,NA,3,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-1997",3653,-0.761194595359622,0.201199147689561
"242",1998,233,40,2,1,0,0,3,3,NA,2,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-1998",3654,-0.668573419057321,0.201976646375545
"243",1999,233,40,2,2,0,0,3,3,NA,2,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-1999",3655,-0.519358169367097,0.211042174322952
"244",2000,233,40,2,1,0,1,3,3,NA,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2000",3656,-0.432195476894393,0.207811695376244
"245",2001,233,40,2,2,0,1,3,3,NA,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2001",3657,-0.316410720758708,0.21007880072117
"246",2002,233,40,2,2,0,0,2,3,NA,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2002",3658,-0.186303718725922,0.219060777125811
"247",2003,233,40,2,2,0,0,2,3,NA,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2003",3659,-0.09052720831348,0.214241960230843
"248",2004,233,40,2,2,0,0,2,3,NA,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2004",3660,-0.0669573211099809,0.209433452090477
"249",2005,233,40,2,2,0,0,2,3,NA,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2005",3661,-0.0716301974421073,0.211562200373964
"250",2006,233,40,2,2,0,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2006",3662,-0.165292275177831,0.214427285208739
"251",2007,233,40,2,1,0,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2007",3663,-0.25484926142265,0.219234812375758
"252",2008,233,40,2,2,0,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2008",3664,-0.249324505417757,0.21568209996364
"253",2009,233,40,2,2,0,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2009",3665,-0.259595722640299,0.211041637591652
"254",2010,233,40,2,2,0,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2010",3666,-0.271827595536202,0.213741317559415
"255",2011,233,40,2,2,0,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2011",3667,-0.279066819952039,0.225438682357316
"256",2012,NA,40,NA,NA,NA,NA,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2012",3668,-0.313352716000345,0.233734859601793
"257",2013,NA,40,NA,NA,NA,NA,NA,3,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2013",3669,-0.320073502426634,0.229884171395863
"258",2014,NA,40,NA,NA,NA,NA,3,3,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2014",3670,-0.303459150215256,0.228149591662788
"259",2015,NA,40,NA,NA,NA,NA,3,3,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2015",3671,-0.261771703129396,0.224855938157382
"260",2016,NA,40,NA,NA,NA,NA,3,2,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2016",3672,-0.166419122956217,0.240214023873499
"261",2017,NA,40,NA,NA,NA,NA,3,3,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2017",3673,-0.227479038704213,0.270407706457232
"262",1946,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,"41-1946",3828,0.0863773250740487,0.597413335929319
"263",1947,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,"41-1947",3829,0.0805091867686061,0.590059086960278
"264",1948,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,"41-1948",3830,0.0899659431781285,0.565081890202732
"265",1949,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"41-1949",3831,0.0617050658228097,0.542043407709107
"266",1950,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,"41-1950",3832,0.0499803918495834,0.53131310130228
"267",1951,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"41-1951",3833,0.00322421836785914,0.519555574359894
"268",1952,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,"41-1952",3834,-0.0511676873151698,0.516394424986247
"269",1953,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,"41-1953",3835,-0.137766399730858,0.518512608831621
"270",1954,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"41-1954",3836,-0.292574460912713,0.510391702067875
"271",1955,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,"41-1955",3837,-0.416617465223812,0.513388957502638
"272",1956,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"41-1956",3838,-0.651949358264825,0.499991660846368
"273",1957,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"41-1957",3839,-0.944984860030358,0.465070873434331
"274",1958,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,NA,NA,NA,NA,"41-1958",3840,-1.43914191243046,0.286218806830546
"275",1959,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"41-1959",3841,-1.5414524191838,0.25637129488781
"276",1960,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"41-1960",3842,-1.60512540069972,0.244764289839012
"277",1961,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,NA,NA,NA,NA,"41-1961",3843,-1.65776957202042,0.240263754679484
"278",1962,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"41-1962",3844,-1.66132166857821,0.23126698800795
"279",1963,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"41-1963",3845,-1.67245139707158,0.229954962954965
"280",1964,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,NA,NA,NA,NA,"41-1964",3846,-1.69959772806797,0.23209695265912
"281",1965,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"41-1965",3847,-1.69790663864913,0.240185460632719
"282",1966,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,NA,NA,NA,NA,"41-1966",3848,-1.71204833027319,0.234259790181018
"283",1967,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,NA,NA,NA,NA,"41-1967",3849,-1.71607318783911,0.229240571287133
"284",1968,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"41-1968",3850,-1.68161762729009,0.231095620648634
"285",1969,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"41-1969",3851,-1.65629384571808,0.231906843910303
"286",1970,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"41-1970",3852,-1.64029870971578,0.241233520420935
"287",1971,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,"41-1971",3853,-1.61203949222416,0.237994350440273
"288",1972,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"41-1972",3854,-1.61372858771302,0.232667422161254
"289",1973,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"41-1973",3855,-1.60905417496395,0.22519061716848
"290",1974,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,"41-1974",3856,-1.58820688461542,0.228684538158677
"291",1975,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,"41-1975",3857,-1.58639242076134,0.22739966968538
"292",1976,NA,41,NA,NA,NA,NA,3,3,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"41-1976",3858,-1.5906013060769,0.210109883497598
"293",1977,NA,41,NA,NA,NA,NA,4,3,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,"41-1977",3859,-1.62521284298524,0.211058717154029
"294",1978,NA,41,NA,NA,NA,NA,4,2,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,"41-1978",3860,-1.57957877809458,0.20737521738383
"295",1979,NA,41,NA,NA,NA,NA,3,3,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"41-1979",3861,-1.5762535103944,0.201346489557878
"296",1980,NA,41,NA,NA,NA,NA,4,3,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"41-1980",3862,-1.56336639991771,0.202924862603093
"297",1981,323,41,2,1,1,1,3,3,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"41-1981",3863,-1.41664358356211,0.19455320406432
"298",1982,323,41,2,1,1,1,3,2,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,"41-1982",3864,-1.30275183871971,0.19352647306658
"299",1983,323,41,2,1,1,1,3,3,NA,NA,NA,0,0,0,NA,NA,1,NA,NA,NA,NA,"41-1983",3865,-1.34276839465607,0.191544961250837
"300",1984,323,41,2,1,0,0,3,3,NA,NA,NA,0,0,0,NA,NA,1,NA,NA,NA,NA,"41-1984",3866,-1.40311430367554,0.191818845054517
"301",1985,323,41,2,1,1,1,3,3,NA,3,NA,0,0,0,NA,NA,1,NA,NA,NA,NA,"41-1985",3867,-1.40506844171063,0.190476862571809
"302",1986,323,41,1,1,1,0,3,2,NA,2,NA,0,1,0,NA,NA,1,NA,NA,NA,NA,"41-1986",3868,-1.46750428762518,0.200120897720786
"303",1987,323,41,0,0,0,0,5,3,NA,3,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"41-1987",3869,-1.5562176330151,0.192897912214559
"304",1988,323,41,1,1,1,0,4,3,NA,3,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,"41-1988",3870,-1.52393438371157,0.201849957825667
"305",1989,323,41,2,1,1,0,3,3,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"41-1989",3871,-1.50569691829976,0.206719773739866
"306",1990,323,41,2,0,0,0,4,4,NA,4,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"41-1990",3872,-1.76620965995944,0.227319892648745
"307",1991,323,41,2,0,0,1,4,5,NA,3,NA,0,NA,NA,NA,NA,1,70,70,296,1,"41-1991",3873,-2.01743894607255,0.225277974962857
"308",1992,323,41,0,0,0,0,4,4,NA,4,NA,0,NA,NA,NA,NA,1,0,NA,NA,0,"41-1992",3874,-2.07906953346028,0.214883396276141
"309",1993,323,41,0,0,0,0,4,4,NA,4,NA,0,NA,NA,NA,NA,1,37,37,137,1,"41-1993",3875,-2.11824477827402,0.214895319767842
"310",1994,323,41,0,0,0,0,5,4,NA,5,NA,0,NA,NA,NA,NA,1,44,44,463,1,"41-1994",3876,-2.13177977434395,0.243516084548842
"311",1995,323,41,2,2,2,0,2,3,NA,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"41-1995",3877,-0.661750951826332,0.242427875365596
"312",1996,323,41,2,1,1,1,3,3,NA,4,2,0,NA,NA,NA,NA,0,0,NA,NA,0,"41-1996",3878,-0.713035053915846,0.208345756352841
"313",1997,323,41,2,1,2,0,2,3,NA,4,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"41-1997",3879,-0.725200287396064,0.204551926207323
"314",1998,323,41,2,1,0,0,3,3,NA,4,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"41-1998",3880,-0.815397753821656,0.204670339509649
"315",1999,323,41,1,1,0,0,3,3,NA,4,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"41-1999",3881,-0.861748023925039,0.209306046475523
"316",2000,323,41,2,2,1,0,4,3,NA,NA,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"41-2000",3882,-0.820191618712562,0.207808421220762
"317",2001,323,41,2,1,1,0,3,3,NA,NA,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"41-2001",3883,-0.817893208992623,0.203681557978091
"318",2002,323,41,1,1,1,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"41-2002",3884,-0.90157661587385,0.212553678018905
"319",2003,323,41,1,1,0,0,3,3,NA,NA,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"41-2003",3885,-1.02104391411002,0.222174423068551
"320",2004,323,41,1,0,1,0,5,4,NA,NA,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"41-2004",3886,-1.26186187247592,0.225321428993107
"321",2005,323,41,1,1,0,0,4,4,NA,NA,1,0,NA,NA,NA,NA,0,40,40,74,1,"41-2005",3887,-1.22751312308101,0.238079162566497
"322",2006,323,41,2,1,0,1,4,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"41-2006",3888,-0.742382274538439,0.290702375863773
"323",2007,323,41,2,1,1,1,4,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"41-2007",3889,-0.399397116298344,0.277735008578675
"324",2008,323,41,2,1,1,1,2,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"41-2008",3890,-0.0475796528682863,0.238357692321908
"325",2009,323,41,2,1,1,1,3,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"41-2009",3891,0.101993044474657,0.224838681589827
