"CTRY","YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","additive","latentmean","latentsd"
"Afghanistan",1981,101,700,0,0,0,0,0,-2.39995430398124,0.389055367238062
"Afghanistan",1982,101,700,0,0,0,0,0,-2.46526281576005,0.372389598680447
"Afghanistan",1983,101,700,0,0,0,0,0,-2.50897866420698,0.364000398870969
"Afghanistan",1984,101,700,0,0,0,0,0,-2.53860635714218,0.356179465464883
"Afghanistan",1985,101,700,0,0,0,0,0,-2.55128100726973,0.351617466078962
"Afghanistan",1986,101,700,0,0,0,0,0,-2.55157345513685,0.344026398028356
"Afghanistan",1987,101,700,0,0,0,0,0,-2.53297415522768,0.33967991438101
"Afghanistan",1988,101,700,0,0,0,0,0,-2.49809617961087,0.3323042252142
"Afghanistan",1989,101,700,0,0,0,0,0,-2.44849668329922,0.324710478101627
"Afghanistan",1990,101,700,0,0,0,0,0,-2.37949096540888,0.316518959128941
"Afghanistan",1991,101,700,0,0,0,1,1,-2.28783191590673,0.306416742404122
"Afghanistan",1996,101,700,0,0,0,0,0,-2.26870293986008,0.296107770645259
"Afghanistan",1997,101,700,0,0,0,0,0,-2.2180176830684,0.288352099689953
"Afghanistan",1998,101,700,0,0,0,0,0,-2.14123975087841,0.276935893126623
"Afghanistan",1999,101,700,0,0,0,0,0,-2.02348324323399,0.26565946679938
"Afghanistan",2000,101,700,0,0,0,0,0,-1.85557471099627,0.251282960847541
"Afghanistan",2001,101,700,0,0,0,0,0,-1.61602155500093,0.233160672097599
"Afghanistan",2002,101,700,1,1,0,1,3,-1.26269011641356,0.210621128156817
"Afghanistan",2005,101,700,2,1,1,0,4,-1.02395424512876,0.202823476710062
"Afghanistan",2006,101,700,2,1,1,0,4,-0.903397821187676,0.201838024533337
"Afghanistan",2007,101,700,2,1,1,0,4,-0.859640565103609,0.202251538624011
"Afghanistan",2008,101,700,2,0,1,0,3,-0.878597790989808,0.207479713052449
"Afghanistan",2009,101,700,2,1,1,0,4,-0.852643294047954,0.216667432736843
"Afghanistan",2010,101,700,2,0,1,0,3,-0.890941825464477,0.247626643947074
"Albania",1981,104,339,1,0,0,0,1,-1.35346906640117,0.251257248583904
"Albania",1982,104,339,2,0,0,0,2,-1.32638428672905,0.23144774415892
"Albania",1983,104,339,2,0,0,0,2,-1.29750321134314,0.222630267310932
"Albania",1984,104,339,1,0,0,0,1,-1.26430347659581,0.217539865078327
"Albania",1985,104,339,2,NA,0,0,NA,-1.1228812620962,0.224175070972321
"Albania",1986,104,339,2,NA,0,0,NA,-1.0009122318337,0.223131800051616
"Albania",1987,104,339,2,NA,0,1,NA,-0.883231162101428,0.222263730994109
"Albania",1988,104,339,2,NA,0,0,NA,-0.842260296804928,0.22072339050066
"Albania",1989,104,339,2,NA,0,0,NA,-0.774184949346746,0.216656308903574
"Albania",1990,104,339,2,1,0,0,3,-0.671291567226622,0.205044267540276
"Albania",1991,104,339,2,1,0,1,4,-0.503401498099086,0.201786987861594
"Albania",1992,104,339,2,2,1,1,6,-0.313497172502591,0.201085849969023
"Albania",1993,104,339,2,2,1,1,6,-0.231055060548077,0.202443243835422
"Albania",1994,104,339,2,2,2,1,7,-0.235646729350077,0.204967023005095
"Albania",1995,104,339,2,0,1,1,4,-0.386549457676376,0.20485703635123
"Albania",1996,104,339,2,1,1,0,4,-0.468736833385332,0.198181527480181
"Albania",1997,104,339,2,1,1,0,4,-0.490070422315686,0.197192646523502
"Albania",1998,104,339,2,1,1,1,5,-0.453594301783971,0.198557291500543
"Albania",1999,104,339,2,1,2,0,5,-0.443976327348538,0.201404767545257
"Albania",2000,104,339,2,1,0,0,3,-0.424150878703942,0.203369461875129
"Albania",2001,104,339,2,2,2,0,6,-0.274196399965435,0.206348503305926
"Albania",2002,104,339,2,2,2,0,6,-0.186508446759849,0.209471273814592
"Albania",2003,104,339,2,1,2,0,5,-0.144327166441232,0.21112733425475
"Albania",2004,104,339,2,1,2,1,6,-0.0194486622588742,0.212929806154287
"Albania",2005,104,339,2,2,2,1,7,0.130764092505958,0.217505374612995
"Albania",2006,104,339,2,2,2,0,6,0.20920576096055,0.225429250266493
"Albania",2007,104,339,2,2,2,1,7,0.315950864903383,0.234014459443759
"Albania",2008,104,339,2,2,2,1,7,0.384116228150425,0.242037368877993
"Albania",2009,104,339,2,2,2,1,7,0.425678774666731,0.26121870580958
"Albania",2010,104,339,2,2,2,1,7,0.447528103087805,0.293434329736259
"Algeria",1981,107,615,2,1,2,2,7,0.336436622183461,0.277655691195921
"Algeria",1982,107,615,2,2,2,2,8,0.352871537128579,0.252362442467114
"Algeria",1983,107,615,2,2,2,1,7,0.249297086192596,0.233457846095286
"Algeria",1984,107,615,2,1,1,1,5,0.0976166011508176,0.219717298702401
"Algeria",1985,107,615,2,2,1,2,7,0.0654445793742206,0.215346622095049
"Algeria",1986,107,615,2,2,1,1,6,-0.0580779113388951,0.207280487296474
"Algeria",1987,107,615,2,1,1,1,5,-0.2224014242179,0.202107360318104
"Algeria",1988,107,615,2,2,0,0,4,-0.343240226138002,0.204030584459393
"Algeria",1989,107,615,2,2,1,0,5,-0.431219297187775,0.202905400214848
"Algeria",1990,107,615,2,1,1,1,5,-0.560687008308871,0.197942223820793
"Algeria",1991,107,615,1,2,0,1,4,-0.756741582368974,0.201120285696796
"Algeria",1992,107,615,2,0,0,0,2,-0.993633381117157,0.205353165640594
"Algeria",1993,107,615,2,0,0,0,2,-1.1474505446433,0.209626200125264
"Algeria",1994,107,615,2,0,0,0,2,-1.26018725454529,0.214874852563857
"Algeria",1995,107,615,0,0,0,0,0,-1.35892450115605,0.215275245139582
"Algeria",1996,107,615,1,1,1,0,3,-1.29102079783801,0.210307401631668
"Algeria",1997,107,615,0,0,0,0,0,-1.32455959922814,0.214184407972705
"Algeria",1998,107,615,1,1,1,1,4,-1.18859535144889,0.206713339213472
"Algeria",1999,107,615,0,0,0,0,0,-1.21637167681185,0.210680898030912
"Algeria",2000,107,615,1,1,1,1,4,-1.04569577700217,0.200353689493582
"Algeria",2001,107,615,2,1,1,0,4,-0.98613570043017,0.199460359928823
"Algeria",2002,107,615,1,1,0,0,2,-1.03035918038209,0.198901587907971
"Algeria",2003,107,615,1,0,0,0,1,-1.01564699240119,0.200276538909657
"Algeria",2004,107,615,2,1,1,1,5,-0.816339141100087,0.195721651554318
"Algeria",2005,107,615,2,1,1,1,5,-0.760312455898338,0.196365433548003
"Algeria",2006,107,615,1,0,0,0,1,-0.828109260394819,0.19985192669923
"Algeria",2007,107,615,2,1,1,0,4,-0.665035189434665,0.197762934741949
"Algeria",2008,107,615,2,1,1,1,5,-0.497252691813766,0.200553903861205
"Algeria",2009,107,615,2,2,1,1,6,-0.373655679201828,0.210669198608824
"Algeria",2010,107,615,2,1,1,1,5,-0.369302035000945,0.237431674786825
"Andorra",2001,110,232,2,2,2,2,8,1.94545960151982,0.529930516518516
"Andorra",2003,110,232,2,2,2,2,8,2.00385133834549,0.52823451851718
"Andorra",2004,110,232,2,2,2,2,8,2.05393813107756,0.527056760674377
"Andorra",2005,110,232,2,2,2,2,8,2.09715696313689,0.528563516731972
"Andorra",2006,110,232,2,2,2,2,8,2.13327468835515,0.535709733404652
"Andorra",2007,110,232,2,2,2,2,8,2.15675358433701,0.54678453969471
"Andorra",2008,110,232,2,2,2,2,8,2.17772357590327,0.561811487586212
"Andorra",2009,110,232,2,2,2,2,8,2.18989327235807,0.580503441242381
"Andorra",2010,110,232,2,2,2,2,8,2.19319065877009,0.605819567458029
"Angola",1981,113,540,2,1,0,2,5,-0.788051927172962,0.244587312054101
"Angola",1982,113,540,2,0,0,0,2,-0.917821089564298,0.222812208931901
"Angola",1983,113,540,2,0,0,0,2,-0.944620035634603,0.212503495900838
"Angola",1984,113,540,2,0,0,1,3,-0.876331036555968,0.210493366901301
"Angola",1985,113,540,2,1,0,2,5,-0.790221837949312,0.205447941050242
"Angola",1986,113,540,2,1,0,1,4,-0.803373851347436,0.203165435923029
"Angola",1987,113,540,2,0,0,1,3,-0.892522757643505,0.203829920271569
"Angola",1988,113,540,2,1,0,1,4,-0.968675412675841,0.203172519108779
"Angola",1989,113,540,1,0,0,0,1,-1.16765910138392,0.206161907591513
"Angola",1990,113,540,1,0,1,1,3,-1.23062777567098,0.209428074003895
"Angola",1991,113,540,0,0,0,1,1,-1.35016689136991,0.215839014626144
"Angola",1993,113,540,1,0,0,1,2,-1.40307117802524,0.215271891188489
"Angola",1994,113,540,1,0,1,0,2,-1.49007835779924,0.220207253745031
"Angola",1995,113,540,0,1,0,0,1,-1.61363710479107,0.234087699311931
"Angola",1996,113,540,0,0,0,0,0,-1.74875313983897,0.243301697892243
"Angola",1997,113,540,0,0,0,0,0,-1.79403913958493,0.247110917694459
"Angola",1998,113,540,0,0,1,0,1,-1.75822431339963,0.244543875451256
"Angola",1999,113,540,0,0,2,0,2,-1.71968766479553,0.244072257040733
"Angola",2000,113,540,0,0,1,0,1,-1.6770819858971,0.240227138350454
"Angola",2001,113,540,0,0,1,0,1,-1.60944705406427,0.232548214659825
"Angola",2002,113,540,0,0,2,0,2,-1.50886893718746,0.227705247666267
"Angola",2003,113,540,1,0,2,0,3,-1.36846420160493,0.217553736283472
"Angola",2004,113,540,1,0,2,0,3,-1.25154425258512,0.209737081650972
"Angola",2005,113,540,1,1,1,0,3,-1.12520481515416,0.203082547326583
"Angola",2006,113,540,2,1,1,0,4,-1.04680442154733,0.203222313391997
"Angola",2007,113,540,1,0,1,0,2,-1.09093986793144,0.205011498078364
"Angola",2008,113,540,1,1,1,0,3,-1.04841739399227,0.205461231705754
"Angola",2009,113,540,1,1,0,0,2,-1.02573722469597,0.214122680219304
"Angola",2010,113,540,2,1,1,0,4,-0.935249234210514,0.243446415005045
"Antigua and Barbuda",2001,116,58,2,2,2,1,7,0.532539966462246,0.289159016085457
"Antigua and Barbuda",2003,116,58,2,2,2,1,7,0.547903973275552,0.264931568804744
"Antigua and Barbuda",2004,116,58,2,2,2,1,7,0.557273237150686,0.253769980041094
"Antigua and Barbuda",2005,116,58,2,2,2,1,7,0.563598171044522,0.245842456621167
"Antigua and Barbuda",2006,116,58,2,2,2,1,7,0.569158629887277,0.244349956377428
"Antigua and Barbuda",2007,116,58,2,2,2,1,7,0.574499570953498,0.248050478576101
"Antigua and Barbuda",2008,116,58,2,2,2,1,7,0.577272317701597,0.256348020261679
"Antigua and Barbuda",2009,116,58,2,2,2,1,7,0.579957432101009,0.272271034703062
"Antigua and Barbuda",2010,116,58,2,2,2,1,7,0.581159018579579,0.305041323862095
"Argentina",1981,119,160,1,0,0,0,1,-0.716059064390787,0.243922854743781
"Argentina",1982,119,160,2,1,1,1,5,-0.47801420443978,0.211565622352741
"Argentina",1983,119,160,2,1,2,1,6,-0.280099303883264,0.204727890781604
"Argentina",1984,119,160,2,1,1,2,6,-0.119106448951848,0.207220852785091
"Argentina",1985,119,160,2,2,2,1,7,0.0441128494109317,0.212703596828897
"Argentina",1986,119,160,2,2,2,2,8,0.12163730685211,0.215725467313373
"Argentina",1987,119,160,2,1,1,2,6,0.045950432096537,0.214755086029327
"Argentina",1988,119,160,2,2,1,1,6,0.00169715473763215,0.208792798390687
"Argentina",1989,119,160,2,2,2,1,7,-0.0674240475324695,0.207295040905653
"Argentina",1990,119,160,1,1,2,0,4,-0.248209885772188,0.206057404826455
"Argentina",1991,119,160,2,1,2,1,6,-0.247901446198792,0.204464739174854
"Argentina",1992,119,160,1,2,2,1,6,-0.277627920150536,0.203719063621985
"Argentina",1993,119,160,1,1,2,1,5,-0.346866335391809,0.203291772246739
"Argentina",1994,119,160,2,1,2,0,5,-0.355885017137641,0.20421828174766
"Argentina",1995,119,160,2,1,2,2,7,-0.329658930222861,0.204265890015075
"Argentina",1996,119,160,2,1,1,1,5,-0.414449636107772,0.198983061686692
"Argentina",1997,119,160,2,1,1,1,5,-0.515042708428342,0.198114159890769
"Argentina",1998,119,160,2,0,1,0,3,-0.661967107976261,0.200328045716999
"Argentina",1999,119,160,2,1,1,0,4,-0.710161542060696,0.197457754678383
"Argentina",2000,119,160,2,0,1,0,3,-0.775008138760217,0.202893366616705
"Argentina",2001,119,160,2,0,1,0,3,-0.769450394777266,0.203886789712187
"Argentina",2002,119,160,2,1,1,0,4,-0.688631032459211,0.201720219833711
"Argentina",2003,119,160,2,0,2,1,5,-0.614613549683995,0.208908280009331
"Argentina",2004,119,160,2,0,2,0,4,-0.577760645183629,0.209329444306028
"Argentina",2005,119,160,2,1,2,1,6,-0.469981982679735,0.202525868729838
"Argentina",2006,119,160,1,1,2,1,5,-0.454377041653813,0.199951126903837
"Argentina",2007,119,160,2,1,2,1,6,-0.404760239205625,0.200109015348533
"Argentina",2008,119,160,2,1,1,1,5,-0.432285099606101,0.200996631530029
"Argentina",2009,119,160,2,1,2,0,5,-0.477679451961031,0.21481281301947
"Argentina",2010,119,160,2,1,1,0,4,-0.520513394338626,0.241425151268678
"Armenia",1992,122,371,2,2,2,2,8,0.440829734958671,0.279871295336079
"Armenia",1993,122,371,2,2,2,1,7,0.347975026483369,0.248464609201858
"Armenia",1994,122,371,2,2,2,1,7,0.22167918188003,0.231071560920682
"Armenia",1995,122,371,2,2,1,0,5,0.0376788419334022,0.218770929973598
"Armenia",1996,122,371,2,2,0,1,5,-0.0748025548069155,0.212473649725063
"Armenia",1997,122,371,2,2,1,0,5,-0.186634560739445,0.207080785197837
"Armenia",1998,122,371,2,1,1,0,4,-0.280292153277421,0.204696792669949
"Armenia",1999,122,371,2,2,2,0,6,-0.257257175255192,0.203112670020153
"Armenia",2000,122,371,2,1,1,0,4,-0.294502500118625,0.203528004424742
"Armenia",2001,122,371,2,2,2,0,6,-0.21998887721352,0.205154326428672
"Armenia",2002,122,371,2,2,2,0,6,-0.197699439374685,0.205817923370469
"Armenia",2003,122,371,2,2,1,1,6,-0.220616600857263,0.203754128698838
"Armenia",2004,122,371,2,2,0,0,4,-0.324208048004978,0.204443335502296
"Armenia",2005,122,371,2,2,1,0,5,-0.390371870260192,0.200946609244035
"Armenia",2006,122,371,2,2,1,0,5,-0.489888323331953,0.199831187741097
"Armenia",2007,122,371,2,1,0,0,3,-0.653044550614342,0.199821813153054
"Armenia",2008,122,371,2,1,0,0,3,-0.744618849320412,0.20371032448798
"Armenia",2009,122,371,2,1,0,0,3,-0.792804568605109,0.2137929080179
"Armenia",2010,122,371,2,1,0,0,3,-0.815102343375935,0.240671360914145
"Australia",1981,125,900,2,2,2,2,8,1.10050237990552,0.334754944768059
"Australia",1982,125,900,2,2,2,2,8,1.09607570317752,0.30968967355289
"Australia",1983,125,900,2,2,2,1,7,1.04789209192756,0.291234101910727
"Australia",1984,125,900,2,2,2,2,8,1.05148761982578,0.277995438819789
"Australia",1985,125,900,2,2,2,2,8,1.00446642237562,0.269453945274399
"Australia",1986,125,900,2,2,2,1,7,0.904950019393924,0.263518272597687
"Australia",1987,125,900,2,2,2,2,8,0.844192831966997,0.259828652966429
"Australia",1988,125,900,2,2,1,1,6,0.721112652924223,0.251641270364291
"Australia",1989,125,900,2,2,2,1,7,0.692173775953165,0.249097656833254
"Australia",1990,125,900,2,2,2,1,7,0.678478440680935,0.246621369750174
"Australia",1991,125,900,2,2,2,1,7,0.680644088997726,0.246707609813858
"Australia",1992,125,900,2,2,2,1,7,0.693509448618714,0.245780484691073
"Australia",1993,125,900,2,2,2,2,8,0.719508180257024,0.245583874319067
"Australia",1994,125,900,2,2,1,1,6,0.664807099642362,0.24388432431638
"Australia",1995,125,900,2,2,2,2,8,0.703871686924337,0.244801323796715
"Australia",1996,125,900,2,2,2,1,7,0.666691021841521,0.24445757564927
"Australia",1997,125,900,2,2,2,1,7,0.640060734093032,0.244160473512847
"Australia",1998,125,900,2,2,2,1,7,0.618372758546197,0.241482272146041
"Australia",1999,125,900,2,2,2,1,7,0.605101131682287,0.239795389159674
"Australia",2000,125,900,2,2,2,1,7,0.593898089666131,0.239692199914077
"Australia",2001,125,900,2,2,2,1,7,0.582878139162677,0.240300708817444
"Australia",2002,125,900,2,2,2,1,7,0.571985789735464,0.239289375905596
"Australia",2003,125,900,2,2,2,1,7,0.560694895042498,0.23967025846673
"Australia",2004,125,900,2,2,2,1,7,0.548847194017189,0.23723265974452
"Australia",2005,125,900,2,2,2,1,7,0.531564572922363,0.239030551903838
"Australia",2006,125,900,2,2,2,1,7,0.507184193904239,0.238744611268186
"Australia",2007,125,900,2,2,2,1,7,0.473917480293794,0.241432043618275
"Australia",2008,125,900,2,2,2,1,7,0.430205100059744,0.248540864076552
"Australia",2009,125,900,2,1,2,1,6,0.363558763385238,0.261024170772868
"Australia",2010,125,900,2,2,2,1,7,0.392545852184313,0.292772724271657
"Austria",1981,128,305,2,2,2,2,8,1.34302320946515,0.362058824368913
"Austria",1982,128,305,2,2,2,2,8,1.36322650680401,0.339022261074081
"Austria",1983,128,305,2,2,2,2,8,1.35834886480527,0.319275016286247
"Austria",1984,128,305,2,2,2,2,8,1.32522666018596,0.307503748878998
"Austria",1985,128,305,2,2,2,2,8,1.25929053990488,0.292810696983394
"Austria",1986,128,305,2,2,2,2,8,1.16065616052304,0.282718528775394
"Austria",1987,128,305,2,2,2,2,8,1.02922667047321,0.270288095243742
"Austria",1988,128,305,2,2,1,1,6,0.843362446584791,0.261794916855287
"Austria",1989,128,305,2,2,2,1,7,0.77011312910569,0.255990629020173
"Austria",1990,128,305,2,2,2,1,7,0.720467543530724,0.249424396942131
"Austria",1991,128,305,2,2,2,1,7,0.687174911424,0.244379260911123
"Austria",1992,128,305,2,2,2,1,7,0.669561191833762,0.243311797004297
"Austria",1993,128,305,2,2,2,1,7,0.659931428021151,0.244086202694032
"Austria",1994,128,305,2,2,2,1,7,0.662736518258159,0.243547218008309
"Austria",1995,128,305,2,2,2,1,7,0.669443421290336,0.244579063800467
"Austria",1996,128,305,2,2,2,2,8,0.690635018901503,0.246303550753024
"Austria",1997,128,305,2,2,2,2,8,0.633396483187723,0.24389176072315
"Austria",1998,128,305,2,2,2,0,6,0.489361442058059,0.243626876698018
"Austria",1999,128,305,2,2,2,1,7,0.401371301903718,0.236009907490892
"Austria",2000,128,305,2,1,2,0,5,0.289003511824213,0.233186951190423
"Austria",2001,128,305,2,2,2,1,7,0.336569866530943,0.232157095932512
"Austria",2002,128,305,2,2,2,1,7,0.350146781995712,0.228939657040778
"Austria",2003,128,305,2,1,2,1,6,0.33183604716588,0.228471346969609
"Austria",2004,128,305,2,2,2,1,7,0.402255210877612,0.229569324776839
"Austria",2005,128,305,2,2,2,1,7,0.450363790231964,0.232047039112099
"Austria",2006,128,305,2,2,2,1,7,0.477084508141899,0.235828578386387
"Austria",2007,128,305,2,2,2,1,7,0.491683048385836,0.243464983457108
"Austria",2008,128,305,2,2,2,1,7,0.495042095589712,0.250827479241271
"Austria",2009,128,305,2,1,2,2,7,0.48363906735605,0.271125195140015
"Austria",2010,128,305,2,2,2,1,7,0.494447649708366,0.300621427623475
"Azerbaijan",1992,131,373,1,1,1,1,4,-0.707411252593914,0.234149666522992
"Azerbaijan",1993,131,373,0,2,0,1,3,-0.728869695079457,0.219328884698162
"Azerbaijan",1994,131,373,1,1,0,1,3,-0.753401166960069,0.204834106479675
"Azerbaijan",1995,131,373,2,1,0,1,4,-0.720647698355391,0.199610577159955
"Azerbaijan",1996,131,373,2,1,0,0,3,-0.735435126821164,0.201474092225485
"Azerbaijan",1997,131,373,2,1,0,0,3,-0.704796683921423,0.201388539665696
"Azerbaijan",1998,131,373,2,2,0,0,4,-0.622273259275921,0.201955346396902
"Azerbaijan",1999,131,373,2,1,1,1,5,-0.568145653355542,0.197975170215386
"Azerbaijan",2000,131,373,2,1,1,0,4,-0.579039464889585,0.1992077531405
"Azerbaijan",2001,131,373,2,2,0,1,5,-0.561083213779106,0.202785512126381
"Azerbaijan",2002,131,373,2,2,0,0,4,-0.65604166280688,0.203664693230408
"Azerbaijan",2003,131,373,2,1,0,0,3,-0.790925703651162,0.20354005687373
"Azerbaijan",2004,131,373,2,1,0,0,3,-0.899514605224201,0.201996019118573
"Azerbaijan",2005,131,373,1,1,0,0,2,-1.01034485294638,0.199595819371078
"Azerbaijan",2006,131,373,1,1,0,0,2,-1.05439842628664,0.200450888864128
"Azerbaijan",2007,131,373,1,1,0,0,2,-1.04518956172965,0.200657590854631
"Azerbaijan",2008,131,373,2,1,0,0,3,-0.981384620662477,0.208373719547412
"Azerbaijan",2009,131,373,2,1,0,0,3,-0.946486210147449,0.216175203759758
"Azerbaijan",2010,131,373,2,1,0,0,3,-0.929905872605898,0.242249593721728
"Bahamas",2001,134,31,2,2,2,1,7,0.134785364982767,0.262319706110085
"Bahamas",2003,134,31,2,1,2,1,6,0.0684860136209428,0.235289762764579
"Bahamas",2004,134,31,2,1,2,1,6,0.0462342142270694,0.221549290855788
"Bahamas",2005,134,31,2,2,2,1,7,0.0580011096344762,0.214960988709129
"Bahamas",2006,134,31,2,1,2,1,6,-0.0085138371212599,0.212599600894679
"Bahamas",2007,134,31,2,1,2,1,6,-0.0501766641802656,0.210261245871595
"Bahamas",2008,134,31,2,1,2,1,6,-0.0749033728387114,0.214838369458268
"Bahamas",2009,134,31,2,1,2,1,6,-0.0874067336078332,0.228123766784356
"Bahamas",2010,134,31,2,1,2,1,6,-0.0935564979884113,0.255572208545285
"Bahrain",1981,137,692,2,1,1,1,5,-0.304318067649737,0.237456855056227
"Bahrain",1982,137,692,1,2,1,1,5,-0.297396310901741,0.213865062981237
"Bahrain",1983,137,692,2,2,1,0,5,-0.275555003574723,0.206380225532341
"Bahrain",1984,137,692,1,2,0,1,4,-0.256004447163123,0.207936289132485
"Bahrain",1985,137,692,2,2,0,1,5,-0.156310716202285,0.212796414352146
"Bahrain",1986,137,692,2,2,0,2,6,-0.0722960539123129,0.21675862350879
"Bahrain",1987,137,692,2,2,0,1,5,-0.0616862532547567,0.213626373568815
"Bahrain",1988,137,692,2,2,1,1,6,-0.0473413581848073,0.209576669750015
"Bahrain",1989,137,692,2,2,1,0,5,-0.0667015099360804,0.211349454445366
"Bahrain",1990,137,692,2,2,0,1,5,-0.0377332419776781,0.214055378623109
"Bahrain",1991,137,692,2,2,0,2,6,-4.39890484435769e-06,0.218673909618736
"Bahrain",1992,137,692,2,2,0,2,6,-0.0251395874466607,0.21828813054211
"Bahrain",1993,137,692,2,2,0,1,5,-0.111444596505889,0.211295787060691
"Bahrain",1994,137,692,2,2,1,1,6,-0.205034260128417,0.205977501062899
"Bahrain",1995,137,692,2,1,1,0,4,-0.375421802711209,0.202491119507875
"Bahrain",1996,137,692,2,1,0,0,3,-0.45563164635391,0.203984200119065
"Bahrain",1997,137,692,2,2,0,1,5,-0.410382681721615,0.205775371406624
"Bahrain",1998,137,692,2,1,0,0,3,-0.443502682783962,0.202939403731377
"Bahrain",1999,137,692,2,2,0,1,5,-0.344786790847146,0.204772959104134
"Bahrain",2000,137,692,2,1,0,0,3,-0.305862897411899,0.205543429294554
"Bahrain",2001,137,692,2,2,1,1,6,-0.103476699559812,0.204561348414743
"Bahrain",2002,137,692,2,2,2,1,7,0.0518926086596781,0.20822175656653
"Bahrain",2003,137,692,2,2,2,1,7,0.119401000947718,0.211389269040328
"Bahrain",2004,137,692,2,2,1,1,6,0.116983681458521,0.209259113724158
"Bahrain",2005,137,692,2,2,1,1,6,0.117925182433273,0.211818880733598
"Bahrain",2006,137,692,2,2,1,1,6,0.117616373986237,0.212179326647774
"Bahrain",2007,137,692,2,2,1,1,6,0.122171220704357,0.215902239643178
"Bahrain",2008,137,692,2,2,1,1,6,0.122780367787347,0.224137895764482
"Bahrain",2009,137,692,2,2,2,1,7,0.123401977076691,0.239856538250466
"Bahrain",2010,137,692,2,2,1,0,5,0.0538972439681743,0.270346426447448
"Bangladesh",1981,140,771,2,2,0,1,5,-0.42773937990723,0.241056789800114
"Bangladesh",1982,140,771,1,1,1,1,4,-0.520880804936943,0.210550604676196
"Bangladesh",1983,140,771,1,1,1,1,4,-0.547013537030144,0.19921249794332
"Bangladesh",1984,140,771,2,1,1,1,5,-0.513440302371872,0.196170087037306
"Bangladesh",1985,140,771,2,1,0,1,4,-0.527213286882897,0.196582312908608
"Bangladesh",1986,140,771,2,1,1,1,5,-0.530349216927699,0.198660439316694
"Bangladesh",1987,140,771,2,0,1,1,4,-0.587760416350397,0.205327662185804
"Bangladesh",1988,140,771,2,0,1,1,4,-0.621734294068744,0.202705997694496
"Bangladesh",1989,140,771,2,1,1,1,5,-0.643156040407328,0.198689111625202
"Bangladesh",1990,140,771,2,0,0,1,3,-0.750031464255574,0.203785472099964
"Bangladesh",1991,140,771,2,1,1,0,4,-0.808939903226599,0.200918254969896
"Bangladesh",1992,140,771,1,0,0,0,1,-0.915443781703048,0.201761955525044
"Bangladesh",1993,140,771,2,1,1,1,5,-0.807381793056429,0.198434101356168
"Bangladesh",1994,140,771,2,1,0,0,3,-0.843123367958517,0.200042544412677
"Bangladesh",1995,140,771,2,1,0,0,3,-0.868653250073814,0.198239145172962
"Bangladesh",1996,140,771,1,1,1,0,3,-0.889839447496318,0.196086671216733
"Bangladesh",1997,140,771,2,1,1,0,4,-0.872358647558062,0.197277620847839
"Bangladesh",1998,140,771,2,0,0,1,3,-0.92355732859628,0.20301505661468
"Bangladesh",1999,140,771,2,1,1,0,4,-0.970261866499277,0.201062311205781
"Bangladesh",2000,140,771,1,0,1,0,2,-1.11960695047587,0.203943992202077
"Bangladesh",2001,140,771,2,1,1,0,4,-1.1917525504634,0.209558196424347
"Bangladesh",2002,140,771,1,0,0,0,1,-1.4318631362058,0.217567081778573
"Bangladesh",2003,140,771,0,0,0,0,0,-1.61530435693411,0.228659067568358
"Bangladesh",2004,140,771,1,0,0,0,1,-1.68734368436362,0.234066457095261
"Bangladesh",2005,140,771,0,0,0,0,0,-1.76730973104024,0.240685789833301
"Bangladesh",2006,140,771,1,0,0,0,1,-1.75858705086093,0.2399283169934
"Bangladesh",2007,140,771,0,0,0,0,0,-1.77225705670748,0.242789986663393
"Bangladesh",2008,140,771,1,0,0,0,1,-1.70443600046244,0.24165070498697
"Bangladesh",2009,140,771,1,0,0,0,1,-1.6465596445195,0.248898588368364
"Bangladesh",2010,140,771,1,0,1,0,2,-1.58541911992205,0.27117462419517
"Barbados",2001,143,53,2,2,2,1,7,0.457271270135835,0.281246606548836
"Barbados",2003,143,53,2,2,2,1,7,0.457041666197595,0.255641137497659
"Barbados",2004,143,53,2,2,2,1,7,0.437618849851494,0.240191260412802
"Barbados",2005,143,53,2,2,2,1,7,0.399097128795479,0.231003617850924
"Barbados",2006,143,53,2,1,2,1,6,0.336227861775263,0.229465915975276
"Barbados",2007,143,53,2,2,2,1,7,0.363903671318216,0.232044075686544
"Barbados",2008,143,53,2,2,1,1,6,0.365039336640905,0.240975954213225
"Barbados",2009,143,53,2,2,2,1,7,0.410965796701934,0.258424207991241
"Barbados",2010,143,53,2,2,2,1,7,0.431403258630406,0.292940803703475
"Belarus",1992,146,370,2,1,2,0,5,-0.111204508588945,0.252806270511344
"Belarus",1993,146,370,2,2,2,1,7,-0.0264697535617831,0.227226587257587
"Belarus",1994,146,370,2,2,2,1,7,-0.0419277789477097,0.213552778164805
"Belarus",1995,146,370,2,2,1,0,5,-0.161712649843286,0.209788841951632
"Belarus",1996,146,370,2,2,0,0,4,-0.25596798887127,0.209063620230035
"Belarus",1997,146,370,2,2,1,0,5,-0.295681773680426,0.207583014134447
"Belarus",1998,146,370,2,2,0,0,4,-0.341091985774053,0.20617316536751
"Belarus",1999,146,370,2,2,1,0,5,-0.352865257745894,0.203141628816618
"Belarus",2000,146,370,1,2,0,1,4,-0.387152545414722,0.203837603587108
"Belarus",2001,146,370,2,2,1,0,5,-0.374162361799224,0.201883176182069
