"CTRY","YEAR","CIRI","COW","ASSN","FORMOV","DOMMOV","SPEECH","ELECSD","NEW_RELFRE","WORKER","additive","latentmean","latentsd"
"Djibouti",1993,248,522,NA,0,1,NA,NA,2,NA,NA,-0.385725722852053,0.227775750516911
"Djibouti",1994,248,522,NA,1,1,NA,NA,2,NA,NA,-0.440524461686234,0.221114603154346
"Djibouti",1995,248,522,NA,1,1,NA,NA,1,NA,NA,-0.496910191913004,0.218937509530648
"Djibouti",1996,248,522,NA,2,1,NA,NA,2,NA,NA,-0.519857951987532,0.220442596757605
"Djibouti",1997,248,522,NA,1,1,NA,NA,1,NA,NA,-0.619029448997659,0.215544792909832
"Djibouti",1998,248,522,NA,1,1,NA,NA,1,NA,NA,-0.701469389727459,0.215341718152568
"Djibouti",1999,248,522,NA,0,1,NA,NA,1,NA,NA,-0.788641026934155,0.217320559035182
"Djibouti",2000,248,522,NA,0,0,NA,NA,1,NA,NA,-0.850227498632476,0.213815916958441
"Djibouti",2001,248,522,0,0,0,1,1,1,0,3,-0.813528565734534,0.197886271502903
"Djibouti",2002,248,522,NA,0,0,NA,NA,2,NA,NA,-0.724968945209184,0.202995954064131
"Djibouti",2003,248,522,0,2,2,1,1,1,0,7,-0.563317409548849,0.181105519104508
"Djibouti",2004,248,522,0,2,1,1,1,1,0,6,-0.494669413179648,0.172081881211484
"Djibouti",2005,248,522,1,1,1,1,1,1,0,6,-0.410631735915959,0.169293317877659
"Djibouti",2006,248,522,1,2,1,1,1,2,0,8,-0.329967882049557,0.168486480934358
"Djibouti",2007,248,522,1,2,2,0,1,2,0,8,-0.319871784217652,0.172155372698239
"Djibouti",2008,248,522,0,2,2,0,1,2,0,7,-0.369334940617941,0.17928660930734
"Djibouti",2009,248,522,0,2,2,0,1,2,0,7,-0.376786869653954,0.188240213082066
"Djibouti",2010,248,522,0,2,2,0,2,2,0,8,-0.348754148389439,0.21869046939304
"Dominica",1981,251,54,NA,2,2,NA,NA,2,NA,NA,0.806563360162467,0.367425469134305
"Dominica",1982,251,54,NA,2,2,NA,NA,1,NA,NA,0.807518087799525,0.348373845348927
"Dominica",1983,251,54,NA,2,2,NA,NA,1,NA,NA,0.837050952604449,0.337233499259301
"Dominica",1984,251,54,NA,2,2,NA,NA,2,NA,NA,0.899024142618351,0.332085044180789
"Dominica",1985,251,54,NA,2,2,NA,NA,0,NA,NA,0.937634773134039,0.33504508328222
"Dominica",1986,251,54,NA,2,2,NA,NA,2,NA,NA,1.0250299227041,0.335608428658488
"Dominica",1987,251,54,NA,2,2,NA,NA,2,NA,NA,1.0928118908241,0.338048795327747
"Dominica",1988,251,54,NA,2,2,NA,NA,2,NA,NA,1.14379989677529,0.341987653866303
"Dominica",1989,251,54,NA,2,2,NA,NA,2,NA,NA,1.18008072292355,0.342083126292777
"Dominica",1990,251,54,NA,2,2,NA,NA,2,NA,NA,1.20286109259611,0.343643867455509
"Dominica",1991,251,54,NA,2,2,NA,NA,1,NA,NA,1.21276514496549,0.345637754199442
"Dominica",1992,251,54,NA,2,2,NA,NA,2,NA,NA,1.26820980986651,0.347217125155867
"Dominica",1993,251,54,NA,2,2,NA,NA,2,NA,NA,1.31542236432049,0.350656570938225
"Dominica",1994,251,54,NA,2,2,NA,NA,2,NA,NA,1.35268964591417,0.352057790566647
"Dominica",1995,251,54,NA,2,2,NA,NA,2,NA,NA,1.37670476216548,0.353371003174684
"Dominica",1996,251,54,NA,2,2,NA,NA,2,NA,NA,1.39048896603245,0.351403126355615
"Dominica",1997,251,54,NA,2,2,NA,NA,2,NA,NA,1.39472942594611,0.345345147633808
"Dominica",1998,251,54,NA,2,2,NA,NA,2,NA,NA,1.39154745537418,0.337013431959661
"Dominica",1999,251,54,NA,2,2,NA,NA,2,NA,NA,1.37805498761292,0.325026294500059
"Dominica",2000,251,54,NA,2,2,NA,NA,2,NA,NA,1.35606449751435,0.308953945710027
"Dominica",2001,251,54,2,2,2,2,2,2,1,13,1.3229444542019,0.287548383183325
"Dominica",2002,251,54,NA,2,2,NA,NA,2,NA,NA,1.29286084901284,0.278775013283186
"Dominica",2003,251,54,2,2,2,2,2,2,1,13,1.25335901238494,0.257615641570711
"Dominica",2004,251,54,2,2,2,2,2,2,1,13,1.21169997259161,0.243933292506857
"Dominica",2005,251,54,2,2,2,2,2,1,1,12,1.16352326511878,0.237200861374832
"Dominica",2006,251,54,2,2,2,2,2,2,1,13,1.15799155900552,0.233680287487444
"Dominica",2007,251,54,2,2,2,2,2,2,2,14,1.13701858486701,0.235788170864414
"Dominica",2008,251,54,2,2,2,2,1,2,1,12,1.04029863962009,0.234929677840307
"Dominica",2009,251,54,2,2,2,2,1,2,1,12,1.00878371833412,0.245093240722503
"Dominica",2010,251,54,2,2,2,2,2,2,1,13,1.04573392398768,0.272691703439224
"Dominican Republic",1981,254,42,2,2,1,2,2,2,1,12,0.790199592384764,0.239185917597476
"Dominican Republic",1982,254,42,2,2,1,2,2,2,1,12,0.821681423507468,0.218510122450312
"Dominican Republic",1983,254,42,2,2,1,2,2,2,1,12,0.866991545237822,0.212124869776751
"Dominican Republic",1984,254,42,2,2,1,2,2,2,1,12,0.934607709742978,0.211273066890018
"Dominican Republic",1985,254,42,2,2,2,2,2,2,2,14,1.03996900215051,0.216649333636071
"Dominican Republic",1986,254,42,2,2,2,2,2,2,1,13,1.04974100112172,0.216832058304439
"Dominican Republic",1987,254,42,2,2,2,2,2,2,1,13,1.02648081042295,0.216111586040464
"Dominican Republic",1988,254,42,2,2,2,2,2,2,1,13,0.971383762919883,0.210434785231367
"Dominican Republic",1989,254,42,2,2,2,2,2,2,1,13,0.868852576385884,0.203626899572723
"Dominican Republic",1990,254,42,1,2,2,1,2,2,1,11,0.695435432941449,0.194926442118166
"Dominican Republic",1991,254,42,1,2,1,2,2,2,1,11,0.637209388332743,0.190412012208991
"Dominican Republic",1992,254,42,2,2,2,1,2,2,1,12,0.668763137177065,0.190980875357604
"Dominican Republic",1993,254,42,2,2,2,2,2,2,1,13,0.676962503106491,0.190222979039337
"Dominican Republic",1994,254,42,1,2,1,1,1,2,1,9,0.567555064889017,0.186199957113609
"Dominican Republic",1995,254,42,2,2,2,2,2,2,1,13,0.727640217430876,0.192539765760935
"Dominican Republic",1996,254,42,2,2,2,2,2,2,1,13,0.78036256982483,0.19406512008187
"Dominican Republic",1997,254,42,2,2,2,2,2,2,1,13,0.74379618075416,0.195105063679694
"Dominican Republic",1998,254,42,2,2,2,2,2,1,1,12,0.608148186734549,0.186426773393403
"Dominican Republic",1999,254,42,1,2,1,1,1,1,2,9,0.388821580396929,0.180388958648034
"Dominican Republic",2000,254,42,1,2,2,2,2,1,1,11,0.370912855567994,0.178656258015991
"Dominican Republic",2001,254,42,1,2,1,2,2,1,1,10,0.315428554116806,0.176709377796162
"Dominican Republic",2002,254,42,1,2,2,2,2,1,1,11,0.288652892307495,0.17572310646524
"Dominican Republic",2003,254,42,1,2,2,1,2,1,1,10,0.192478994064746,0.1744492828229
"Dominican Republic",2004,254,42,1,1,1,1,2,1,1,8,0.0747010658519474,0.172144261145546
"Dominican Republic",2005,254,42,1,1,1,1,2,1,1,8,0.0381953100935957,0.171179969856812
"Dominican Republic",2006,254,42,1,1,1,2,2,1,1,9,0.0674970243518147,0.173661127756573
"Dominican Republic",2007,254,42,2,1,1,2,2,2,1,11,0.0889872789038076,0.177662453468404
"Dominican Republic",2008,254,42,0,1,1,1,2,2,0,7,-0.0625580235254007,0.182524202241292
"Dominican Republic",2009,254,42,0,1,1,1,2,2,1,8,-0.0911409402476979,0.189658872467401
"Dominican Republic",2010,254,42,1,1,1,1,2,2,1,9,-0.0615518645444579,0.209594530457787
"East Timor",2000,257,860,NA,2,2,NA,NA,2,NA,NA,0.762111767516015,0.286734628034847
"East Timor",2001,257,860,2,2,2,2,2,0,1,11,0.759107572299066,0.241039014237267
"East Timor",2002,257,860,NA,2,2,NA,NA,2,NA,NA,0.728122571343485,0.229025734580764
"East Timor",2003,257,860,2,2,2,1,2,2,1,12,0.66872537484878,0.201874473323484
"East Timor",2004,257,860,1,2,2,1,2,2,1,11,0.585259896796739,0.190329243518827
"East Timor",2005,257,860,1,2,2,1,2,2,1,11,0.576274893707227,0.189054996980892
"East Timor",2006,257,860,2,2,2,1,2,2,1,12,0.642921953331637,0.190485596360837
"East Timor",2007,257,860,2,2,2,1,2,2,1,12,0.675034070020906,0.195563371660877
"East Timor",2008,257,860,0,2,2,1,2,2,1,10,0.686491083621422,0.207284937562233
"East Timor",2009,257,860,2,2,2,2,2,2,1,13,0.83124650940842,0.22222376027774
"East Timor",2010,257,860,2,2,2,2,2,2,1,13,0.898083151320819,0.253287160716484
"Ecuador",1981,260,130,2,2,1,1,1,1,2,10,0.495305687143557,0.221867648273516
"Ecuador",1982,260,130,2,2,1,1,2,1,2,11,0.626757095369765,0.202329494209741
"Ecuador",1983,260,130,2,2,2,2,2,2,2,14,0.814703823790444,0.204404285825827
"Ecuador",1984,260,130,2,2,2,1,2,2,1,12,0.859377638068672,0.203885555559225
"Ecuador",1985,260,130,2,2,2,2,2,2,2,14,0.932019474070623,0.205432795553272
"Ecuador",1986,260,130,2,2,2,2,2,1,2,13,0.889776859606907,0.203507427062914
"Ecuador",1987,260,130,1,2,2,1,2,1,2,11,0.77965433117394,0.19946189034669
"Ecuador",1988,260,130,2,2,2,2,2,1,2,13,0.806560153821995,0.198749081579731
"Ecuador",1989,260,130,2,2,2,2,2,1,2,13,0.745649794078364,0.195712301232163
"Ecuador",1990,260,130,2,2,2,1,1,1,1,10,0.585481493889024,0.186371731648602
"Ecuador",1991,260,130,1,2,2,1,2,1,2,11,0.539336537194083,0.183157568815257
"Ecuador",1992,260,130,2,2,2,1,2,1,2,12,0.556935394015304,0.183991050368438
"Ecuador",1993,260,130,1,2,2,1,1,2,1,10,0.508294017936548,0.183640779614123
"Ecuador",1994,260,130,2,2,2,1,2,2,1,12,0.613337496260842,0.185033046171682
"Ecuador",1995,260,130,2,2,2,1,2,2,2,13,0.679480995300706,0.188847450198111
"Ecuador",1996,260,130,2,2,2,1,2,2,1,12,0.668636852262742,0.188729181715596
"Ecuador",1997,260,130,2,2,2,1,2,2,1,12,0.635786689994026,0.186272469548616
"Ecuador",1998,260,130,2,2,2,2,2,2,2,14,0.567020774589153,0.184370349518776
"Ecuador",1999,260,130,1,2,1,1,1,2,1,9,0.286542116507515,0.17518187914246
"Ecuador",2000,260,130,1,1,1,1,1,2,1,8,0.164716176310162,0.173236390272729
"Ecuador",2001,260,130,2,1,1,1,2,2,1,10,0.210140241069446,0.173875373988252
"Ecuador",2002,260,130,1,1,1,1,2,2,1,9,0.21802773850847,0.175143032943743
"Ecuador",2003,260,130,1,2,2,2,2,2,0,11,0.320590199611037,0.178147807679136
"Ecuador",2004,260,130,2,2,2,1,2,2,1,12,0.355223028809942,0.178256004993792
"Ecuador",2005,260,130,1,2,1,1,2,2,0,9,0.256102538499795,0.176254265897971
"Ecuador",2006,260,130,1,2,1,1,2,2,1,10,0.252769705194707,0.175056510094478
"Ecuador",2007,260,130,2,2,2,1,2,2,0,11,0.28896528945648,0.180945966644257
"Ecuador",2008,260,130,0,2,2,1,2,2,0,9,0.216177439987795,0.188705355806738
"Ecuador",2009,260,130,2,2,2,1,1,2,0,10,0.202063211697587,0.192060974328691
"Ecuador",2010,260,130,1,2,2,1,1,2,0,9,0.147149793235937,0.210859409449234
"Egypt",1981,263,651,1,2,1,1,1,1,0,7,-0.248121542927413,0.196234393966299
"Egypt",1982,263,651,1,2,1,1,1,1,1,8,-0.243012655848914,0.176277987650687
"Egypt",1983,263,651,1,2,0,1,1,2,1,8,-0.275941390606469,0.175106489718387
"Egypt",1984,263,651,1,2,0,0,1,0,0,4,-0.352931540576091,0.17515535846607
"Egypt",1985,263,651,1,2,1,1,2,0,1,8,-0.273520929100035,0.173006688170298
"Egypt",1986,263,651,1,2,1,1,1,1,1,8,-0.292302378153378,0.169309676992393
"Egypt",1987,263,651,1,2,1,1,1,0,0,6,-0.370851538885323,0.171035256989461
"Egypt",1988,263,651,1,2,0,1,1,0,1,6,-0.457980537988995,0.173055367147996
"Egypt",1989,263,651,1,2,0,1,0,0,1,5,-0.585105197476092,0.175539854214034
"Egypt",1990,263,651,0,2,0,1,1,0,0,4,-0.703763306848464,0.178185837642992
"Egypt",1991,263,651,0,2,0,1,1,0,0,4,-0.776870924323328,0.18039961496745
"Egypt",1992,263,651,0,1,0,1,1,0,0,3,-0.83369588293949,0.180962065123976
"Egypt",1993,263,651,0,2,0,1,1,0,0,4,-0.851368055540518,0.181610762361204
"Egypt",1994,263,651,0,2,0,1,1,0,0,4,-0.880072071311371,0.182014203970979
"Egypt",1995,263,651,0,1,0,1,0,0,0,2,-0.935999820286617,0.184480457894538
"Egypt",1996,263,651,0,2,0,1,1,0,0,4,-0.884581053153889,0.183581005962988
"Egypt",1997,263,651,0,2,0,1,1,0,0,4,-0.857047803510604,0.181650311238376
"Egypt",1998,263,651,0,2,0,1,0,0,1,4,-0.846971843000263,0.183633929653386
"Egypt",1999,263,651,0,2,0,1,1,0,2,6,-0.805946103589313,0.182876966490074
"Egypt",2000,263,651,0,2,0,1,0,0,1,4,-0.848224222840505,0.182820640708693
"Egypt",2001,263,651,0,2,0,1,1,0,0,4,-0.862926484508221,0.182581453575636
"Egypt",2002,263,651,0,2,0,1,0,0,0,3,-0.893160485101824,0.183954898035594
"Egypt",2003,263,651,0,2,0,1,1,0,1,5,-0.849616726592228,0.18188556888242
"Egypt",2004,263,651,0,2,0,0,0,0,1,3,-0.883155511141806,0.182967559205146
"Egypt",2005,263,651,0,2,0,1,1,0,1,5,-0.79846794482148,0.178643682075323
"Egypt",2006,263,651,0,2,0,1,1,0,1,5,-0.768766617926949,0.180217469069514
"Egypt",2007,263,651,1,0,0,1,1,0,1,4,-0.779727927911635,0.183326872541045
"Egypt",2008,263,651,0,0,2,0,0,0,1,3,-0.875706806387513,0.191890719368787
"Egypt",2009,263,651,0,0,2,0,1,0,0,3,-0.904926671863945,0.201768442048852
"Egypt",2010,263,651,0,0,2,1,0,0,0,3,-0.921976632577687,0.230496004498759
"El Salvador",1981,266,92,1,1,1,1,0,2,0,6,-0.241872961498468,0.200454609409258
"El Salvador",1982,266,92,1,1,2,1,1,0,1,7,-0.131680601849298,0.177602025117912
"El Salvador",1983,266,92,1,2,2,1,1,2,1,10,-0.000924849961682166,0.172910391062245
"El Salvador",1984,266,92,1,1,2,1,1,2,0,8,0.0659935417282384,0.172336453358064
"El Salvador",1985,266,92,1,1,2,1,2,2,2,11,0.22093313494784,0.174532767504087
"El Salvador",1986,266,92,1,1,2,2,2,2,2,12,0.324454310065973,0.1764912683135
"El Salvador",1987,266,92,2,1,2,1,1,2,0,9,0.322929468136588,0.177396980968909
"El Salvador",1988,266,92,2,2,2,2,1,2,1,12,0.391837868137657,0.178071360092232
"El Salvador",1989,266,92,1,2,2,2,2,1,1,11,0.350561199677042,0.175460138127086
"El Salvador",1990,266,92,1,1,2,1,1,2,0,8,0.260204925528285,0.17629545730259
"El Salvador",1991,266,92,1,1,2,2,1,2,0,9,0.342452262109431,0.179985766044185
"El Salvador",1992,266,92,2,2,2,1,2,1,0,10,0.528095379938502,0.187447721636368
"El Salvador",1993,266,92,2,2,2,2,2,2,0,12,0.747678378197561,0.198298610573791
"El Salvador",1994,266,92,2,2,2,2,2,2,1,13,0.902629229853703,0.205035547680432
"El Salvador",1995,266,92,2,2,2,2,2,2,1,13,0.994899517242083,0.214342535239153
"El Salvador",1996,266,92,2,2,2,2,2,2,0,12,1.04855523527463,0.221140737653353
"El Salvador",1997,266,92,2,2,2,2,2,2,1,13,1.09797282119134,0.223291790526356
"El Salvador",1998,266,92,2,2,2,2,2,2,2,14,1.12337128956174,0.224014997936354
"El Salvador",1999,266,92,2,2,2,2,1,2,2,13,1.06704496472046,0.219329411496833
"El Salvador",2000,266,92,2,2,2,2,2,2,1,13,1.02841953971212,0.216066358446156
"El Salvador",2001,266,92,2,2,2,2,1,2,1,12,0.952062918498955,0.213438830855193
"El Salvador",2002,266,92,2,2,2,2,2,2,1,13,0.930217121999811,0.210170180955176
"El Salvador",2003,266,92,2,2,2,2,2,2,0,12,0.854687850243368,0.206449870546489
"El Salvador",2004,266,92,1,2,2,2,2,2,0,11,0.741467421707384,0.203049561857946
"El Salvador",2005,266,92,1,2,2,2,2,2,0,11,0.691014981827894,0.199962446942631
"El Salvador",2006,266,92,2,2,2,2,2,2,0,12,0.697974836269482,0.197935511427742
"El Salvador",2007,266,92,1,2,2,2,2,1,0,10,0.629874854496213,0.195153787126908
"El Salvador",2008,266,92,1,2,2,2,2,2,0,11,0.655217654884276,0.200174491976131
"El Salvador",2009,266,92,1,2,2,2,2,2,1,12,0.720460440955493,0.212444466619159
"El Salvador",2010,266,92,2,2,2,2,2,2,1,13,0.809014268497497,0.245252404190632
"Equatorial Guinea",1981,269,411,NA,2,2,NA,NA,2,NA,NA,-0.0545089263450713,0.279629025892927
"Equatorial Guinea",1982,269,411,NA,2,1,NA,NA,1,NA,NA,-0.155865208052333,0.248569290428003
"Equatorial Guinea",1983,269,411,NA,2,1,NA,NA,2,NA,NA,-0.227413042973841,0.234305718174007
"Equatorial Guinea",1984,269,411,NA,2,1,NA,NA,2,NA,NA,-0.330378985850696,0.225812894352957
"Equatorial Guinea",1985,269,411,NA,1,1,NA,NA,1,NA,NA,-0.476212555831808,0.219247134508785
"Equatorial Guinea",1986,269,411,NA,1,1,NA,NA,0,NA,NA,-0.586898421989802,0.218403500035961
"Equatorial Guinea",1987,269,411,NA,1,1,NA,NA,1,NA,NA,-0.637070334775936,0.217002565003486
"Equatorial Guinea",1988,269,411,NA,1,1,NA,NA,0,NA,NA,-0.678651169003975,0.21877381583964
"Equatorial Guinea",1989,269,411,NA,2,1,NA,NA,1,NA,NA,-0.673942183177668,0.22031905555912
"Equatorial Guinea",1990,269,411,NA,2,1,NA,NA,1,NA,NA,-0.71938862944015,0.22225085489742
"Equatorial Guinea",1991,269,411,NA,1,1,NA,NA,0,NA,NA,-0.823610117129828,0.222778727056147
"Equatorial Guinea",1992,269,411,NA,0,0,NA,NA,1,NA,NA,-0.904294032143856,0.229313216565836
"Equatorial Guinea",1993,269,411,NA,0,0,NA,NA,1,NA,NA,-0.8908206813061,0.23298278284
"Equatorial Guinea",1994,269,411,NA,1,2,NA,NA,2,NA,NA,-0.781921136418828,0.237278873707605
"Equatorial Guinea",1995,269,411,NA,1,2,NA,NA,2,NA,NA,-0.796110176619474,0.237408249924814
"Equatorial Guinea",1996,269,411,NA,0,1,NA,NA,0,NA,NA,-0.932630131049619,0.236536509746138
"Equatorial Guinea",1997,269,411,NA,0,1,NA,NA,0,NA,NA,-1.01684326657629,0.233495433674529
"Equatorial Guinea",1998,269,411,NA,0,1,NA,NA,0,NA,NA,-1.05603112321887,0.229877165232461
"Equatorial Guinea",1999,269,411,NA,0,1,NA,NA,1,NA,NA,-1.05913462386301,0.225721320253728
"Equatorial Guinea",2000,269,411,NA,0,1,NA,NA,1,NA,NA,-1.07176460909923,0.217278709397325
"Equatorial Guinea",2001,269,411,0,0,1,0,0,1,0,2,-1.10447121249429,0.204486570850251
"Equatorial Guinea",2002,269,411,NA,0,1,NA,NA,1,NA,NA,-1.0759379083004,0.207492583456893
"Equatorial Guinea",2003,269,411,0,0,1,0,0,1,0,2,-1.06559387281351,0.195431406065309
"Equatorial Guinea",2004,269,411,1,0,1,0,0,1,0,3,-0.983820201189188,0.186263820971579
"Equatorial Guinea",2005,269,411,1,1,1,0,0,1,0,4,-0.931881621833772,0.18312342968285
"Equatorial Guinea",2006,269,411,1,0,1,0,0,1,0,3,-0.938212522971469,0.184024165279371
"Equatorial Guinea",2007,269,411,0,2,0,0,0,1,1,4,-0.954348248676657,0.187670794901326
"Equatorial Guinea",2008,269,411,0,2,0,1,0,2,0,5,-0.93076580473712,0.189990566038631
"Equatorial Guinea",2009,269,411,0,2,1,0,0,2,0,5,-0.92366344859582,0.19921795315879
"Equatorial Guinea",2010,269,411,0,2,1,0,0,2,0,5,-0.922528445829059,0.224299228178371
"Eritrea",1993,272,531,2,2,0,0,0,1,2,7,-0.350540225135828,0.221965687054598
"Eritrea",1994,272,531,1,2,2,1,0,0,1,7,-0.333278767734219,0.191313052766882
"Eritrea",1995,272,531,2,1,1,1,0,0,1,6,-0.350951406969865,0.184687324342201
"Eritrea",1996,272,531,2,2,1,0,0,1,2,8,-0.359852858855084,0.18236342634042
"Eritrea",1997,272,531,1,2,1,0,0,0,2,6,-0.397656777086897,0.177304582768566
"Eritrea",1998,272,531,1,2,1,1,1,0,2,8,-0.365575724518662,0.174145983386286
"Eritrea",1999,272,531,2,2,1,0,1,0,1,7,-0.425318712533626,0.174385824840968
"Eritrea",2000,272,531,1,2,1,1,1,0,1,7,-0.562789627812255,0.173142692011248
"Eritrea",2001,272,531,1,1,1,0,0,0,0,3,-0.860579046703709,0.179845459361713
"Eritrea",2002,272,531,0,1,0,0,0,0,0,1,-1.13458924877729,0.190895403860693
"Eritrea",2003,272,531,0,1,0,0,0,0,0,1,-1.26718527994118,0.200125143609224
"Eritrea",2004,272,531,0,1,0,0,1,0,1,3,-1.30393274686717,0.206463496140668
"Eritrea",2005,272,531,0,1,0,0,0,0,0,1,-1.41999989874069,0.214163053345352
"Eritrea",2006,272,531,0,2,0,0,0,0,0,2,-1.47055897721369,0.220715823643678
"Eritrea",2007,272,531,0,1,1,0,0,0,0,2,-1.4978856053375,0.226720236919962
"Eritrea",2008,272,531,0,0,1,0,0,0,0,1,-1.57084373031701,0.239525623615879
"Eritrea",2009,272,531,0,0,1,0,0,0,0,1,-1.64037539896824,0.260318669771439
"Eritrea",2010,272,531,0,0,0,0,0,0,0,0,-1.71490320008705,0.2924437191862
"Estonia",1982,275,366,NA,NA,NA,NA,NA,1,NA,NA,-1.50220940070383,0.340668785301069
"Estonia",1983,275,366,NA,0,0,NA,NA,NA,NA,NA,-1.59396935510007,0.305537996118726
"Estonia",1984,275,366,NA,0,0,NA,NA,0,NA,NA,-1.63241867062141,0.285491979171923
"Estonia",1985,275,366,NA,0,0,NA,NA,0,NA,NA,-1.60494989575841,0.269311668724403
"Estonia",1986,275,366,NA,0,0,NA,NA,1,NA,NA,-1.51189417543171,0.260232508171916
"Estonia",1987,275,366,NA,0,0,NA,NA,0,NA,NA,-1.40527084984897,0.252685376530928
"Estonia",1988,275,366,NA,0,0,NA,NA,0,NA,NA,-1.21210016161111,0.245312626224982
"Estonia",1989,275,366,NA,0,0,NA,NA,0,NA,NA,-0.9125342063375,0.240836090013509
"Estonia",1990,275,366,NA,0,0,NA,NA,2,NA,NA,-0.469246355215533,0.232316364503984
"Estonia",1991,275,366,NA,2,2,NA,NA,2,NA,NA,0.0692059119885233,0.2190719836809
"Estonia",1992,275,366,2,2,2,2,2,2,2,14,0.522906306394103,0.202166860442945
"Estonia",1993,275,366,2,2,2,1,2,2,1,12,0.750712540388,0.201714025377138
"Estonia",1994,275,366,2,2,2,2,2,2,2,14,0.980052822312205,0.213027725555509
"Estonia",1995,275,366,2,2,2,2,2,2,2,14,1.1007112462633,0.222195548278923
"Estonia",1996,275,366,2,2,2,1,2,2,1,12,1.13758789840539,0.228399296343602
"Estonia",1997,275,366,2,2,2,2,2,2,1,13,1.25659706551375,0.238872429453895
"Estonia",1998,275,366,2,2,2,2,2,2,2,14,1.37446318827733,0.248916225236081
"Estonia",1999,275,366,2,2,2,2,2,2,2,14,1.43976447837043,0.253505998463464
"Estonia",2000,275,366,2,2,2,2,2,2,2,14,1.46034763105465,0.256714162070819
"Estonia",2001,275,366,2,2,2,2,2,2,1,13,1.43841452694653,0.25593901808711
"Estonia",2002,275,366,2,2,2,2,2,2,2,14,1.43290956428,0.256530328996768
"Estonia",2003,275,366,2,2,2,2,2,2,2,14,1.3822102322443,0.252944560707609
"Estonia",2004,275,366,2,2,2,2,2,2,1,13,1.2789107393513,0.2442974257681
"Estonia",2005,275,366,2,2,2,2,2,2,1,13,1.17614013928333,0.234668956746306
"Estonia",2006,275,366,2,2,2,2,0,2,1,11,1.05999615218775,0.229499742539303
"Estonia",2007,275,366,1,2,2,2,2,2,1,12,1.03248503913944,0.229999256952227
"Estonia",2008,275,366,2,2,2,2,2,2,1,13,1.09597752998344,0.238461197561538
"Estonia",2009,275,366,2,2,2,2,2,2,1,13,1.134691640232,0.255923275854093
"Estonia",2010,275,366,2,2,2,2,2,2,1,13,1.15320160300655,0.284842135878953
"Ethiopia",1981,278,530,0,2,0,0,1,0,0,3,-1.38810550330975,0.258605662829328
"Ethiopia",1982,278,530,0,1,0,0,0,0,0,1,-1.498845078401,0.237961952611193
"Ethiopia",1983,278,530,0,1,0,0,0,0,0,1,-1.5629645638691,0.231320407104892
"Ethiopia",1984,278,530,0,0,0,0,1,0,0,1,-1.58917341588578,0.230066537738031
"Ethiopia",1985,278,530,0,0,0,0,0,0,0,0,-1.62853983907146,0.229233938836223
"Ethiopia",1986,278,530,0,0,0,0,0,0,0,0,-1.58518529886363,0.225869384172206
"Ethiopia",1987,278,530,0,0,0,0,1,1,0,2,-1.45138121999943,0.21807576408499
"Ethiopia",1988,278,530,0,0,0,0,0,1,0,1,-1.35991140656537,0.209086234226915
"Ethiopia",1989,278,530,0,0,0,0,0,1,0,1,-1.19082341970577,0.197829927701488
"Ethiopia",1990,278,530,1,1,0,0,1,1,0,4,-0.898752640010928,0.184090041645805
"Ethiopia",1992,278,530,1,1,0,1,0,1,1,5,-0.672147087629941,0.175801300412767
"Ethiopia",1993,278,530,1,2,2,1,0,2,1,9,-0.467108103551482,0.173325913121663
"Ethiopia",1994,278,530,1,2,1,0,0,2,0,6,-0.443908696526611,0.172683417417772
"Ethiopia",1995,278,530,1,2,2,0,0,0,1,6,-0.350145708874226,0.173815408125518
"Ethiopia",1996,278,530,1,2,1,1,1,2,1,9,-0.210218116806583,0.170342156306377
"Ethiopia",1997,278,530,1,2,2,1,1,2,1,10,-0.141571125572744,0.172490001434879
"Ethiopia",1998,278,530,1,0,0,1,2,0,2,6,-0.199974612385811,0.177723522195352
"Ethiopia",1999,278,530,1,1,1,1,1,1,1,7,-0.226389732971983,0.170243260210449
"Ethiopia",2000,278,530,1,1,1,1,2,2,1,9,-0.224240479391059,0.171137630825633
"Ethiopia",2001,278,530,1,0,1,1,1,1,1,6,-0.324822090248742,0.16858875333746
"Ethiopia",2002,278,530,1,1,1,1,1,0,0,5,-0.414130484193261,0.168393552392665
"Ethiopia",2003,278,530,1,1,1,1,1,1,0,6,-0.473120549088386,0.166266504924026
"Ethiopia",2004,278,530,0,2,1,0,1,2,0,6,-0.571783304503599,0.169221572940879
"Ethiopia",2005,278,530,1,1,1,0,1,1,0,5,-0.633230974456404,0.170559636557928
"Ethiopia",2006,278,530,0,2,1,0,1,2,0,6,-0.718981479861436,0.178165905355705
"Ethiopia",2007,278,530,0,2,2,0,0,1,0,5,-0.832405785392861,0.184088422337077
"Ethiopia",2008,278,530,0,2,1,0,0,1,0,4,-0.949677646945029,0.189329976970589
"Ethiopia",2009,278,530,0,2,0,0,0,1,0,3,-1.04973098411092,0.205119326318617
"Ethiopia",2010,278,530,0,2,1,0,0,0,0,3,-1.07875356310137,0.22990545376256
"Fiji",1981,281,950,2,2,2,1,1,2,1,11,0.67472407931628,0.228984845629425
"Fiji",1982,281,950,2,2,2,1,2,2,2,13,0.777384082210521,0.209343717189638
"Fiji",1983,281,950,2,2,2,2,2,2,2,14,0.827830614961301,0.203869811248005
"Fiji",1984,281,950,2,2,2,1,1,2,1,11,0.741979907412361,0.198101421896954
"Fiji",1985,281,950,2,2,2,2,2,2,2,14,0.760763724904537,0.198034012400614
