"","YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","HRW","hathaway","ITT","genocide","rummel","massive_repression","executions","negative_sanctions","mass_killing","killing_low","killing_best","killing_high","killing_present","COW_YEAR","id","theta_mean","theta_sd","theta_q025","theta_q975"
"6543",1998,650,500,2,2,1,0,4,3,NA,3,6,0,NA,NA,NA,NA,1,0,NA,NA,0,"500-1998",5535,-1.12422652714847,0.190470637862956,-1.48213687549718,-0.724181405570809
"6544",1999,650,500,2,1,0,0,4,3,NA,NA,4,0,NA,NA,NA,NA,1,0,NA,NA,0,"500-1999",5536,-1.25802920967362,0.198822065905129,-1.638784277553,-0.855536856057643
"6545",2000,650,500,2,0,0,0,4,3,NA,NA,NA,0,NA,NA,NA,NA,1,26,26,26,1,"500-2000",5537,-1.59781481055664,0.114216348294164,-1.82980480340332,-1.38433346527212
"6546",2001,650,500,2,1,0,0,4,3,NA,NA,3,0,NA,NA,NA,NA,1,0,NA,NA,0,"500-2001",5538,-1.35971525338386,0.184715203018976,-1.70250473489794,-0.983007797869394
"6547",2002,650,500,2,1,0,0,4,4,NA,NA,5,0,NA,NA,NA,NA,1,0,NA,NA,0,"500-2002",5539,-1.36579472415363,0.17149872903823,-1.6945817740658,-1.03858778556673
"6548",2003,650,500,1,1,0,0,4,4,NA,NA,5,0,NA,NA,NA,NA,1,0,NA,NA,0,"500-2003",5540,-1.38694567646705,0.182883110042029,-1.72485427934348,-1.02035836153972
"6549",2004,650,500,1,1,0,0,4,4,NA,NA,2,0,NA,NA,NA,NA,1,0,NA,NA,0,"500-2004",5541,-1.39595649912844,0.174106849273847,-1.73908722506778,-1.0560659906456
"6550",2005,650,500,1,1,0,0,4,5,NA,NA,5,0,NA,NA,NA,NA,1,0,NA,NA,0,"500-2005",5542,-1.44663639508271,0.175070624204669,-1.79103907268351,-1.11835775673786
"6551",2006,650,500,1,0,0,0,4,4,NA,NA,NA,0,NA,NA,NA,NA,1,0,NA,NA,0,"500-2006",5543,-1.34645796188639,0.186471251704564,-1.7187454911111,-0.973252473974076
"6552",2007,650,500,2,1,0,0,4,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"500-2007",5544,-1.06394091983937,0.217996156881958,-1.45701989944434,-0.647155498543937
"6553",2008,650,500,2,1,0,0,3,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"500-2008",5545,-0.884607059294824,0.203557756137083,-1.29413297535614,-0.496088796185388
"6554",2009,650,500,1,1,0,0,3,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"500-2009",5546,-0.851786193341984,0.202700304177265,-1.24961969653136,-0.444082294786493
"6555",2010,650,500,2,0,0,0,3,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"500-2010",5547,-0.796976150217064,0.215733166094236,-1.22338848524353,-0.381545645949129
"6556",2011,650,500,1,1,0,0,3,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"500-2011",5548,-0.706749468908433,0.217711482854868,-1.15024166359436,-0.309233061824566
"6557",2012,NA,500,NA,NA,NA,NA,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"500-2012",5549,-0.440761107830507,0.245523527166209,-0.889026845519022,0.0724900513519231
"6558",2013,NA,500,NA,NA,NA,NA,NA,3,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"500-2013",5550,-0.288473328860844,0.244206953337503,-0.735743609898412,0.209470481539091
"6559",2014,NA,500,NA,NA,NA,NA,3,3,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"500-2014",5551,-0.177397592025039,0.24135054205085,-0.650303298261616,0.320773434936076
"6560",2015,NA,500,NA,NA,NA,NA,3,3,2,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"500-2015",5552,-0.0968869341066947,0.233936366139042,-0.558523802955286,0.359441440640878
"6561",2016,NA,500,NA,NA,NA,NA,3,3,3,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,"500-2016",5553,-0.170518061479378,0.243793156050002,-0.633125648984339,0.289387675693192
"6562",2017,NA,500,NA,NA,NA,NA,3,3,3,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,"500-2017",5554,-0.272836609704651,0.241775845827433,-0.757061846915488,0.205312074688074
"6563",2018,NA,500,NA,NA,NA,NA,NA,3,3,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,"500-2018",5555,-0.41643616639389,0.257783048499796,-0.90172701213129,0.112372085363452
"6564",2019,NA,500,NA,NA,NA,NA,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"500-2019",5556,-0.644849206999447,0.245347724368072,-1.10866839221104,-0.115586193004992
"6565",2020,NA,500,NA,NA,NA,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"500-2020",5557,-0.874944962983333,0.252254990215825,-1.36798836388087,-0.415481890275136
"6566",2021,NA,500,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"500-2021",5558,-1.05981665999181,0.26819292575721,-1.62525397213052,-0.5506694326817
"6567",1963,NA,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"501-1963",5559,0.00486428588532348,0.489361824736126,-0.848365555249379,1.022631825024
"6568",1964,NA,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"501-1964",5560,0.016562285509362,0.473983094690293,-0.826561117336826,0.961263138682261
"6569",1965,NA,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"501-1965",5561,0.0148963987300924,0.470389720659261,-0.829749302963589,1.01919765279133
"6570",1966,NA,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"501-1966",5562,0.0247891671797079,0.45571298346139,-0.784808345038989,1.00678469557629
"6571",1967,NA,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"501-1967",5563,0.0252721532905543,0.456595654117062,-0.784426992318585,1.02766237480231
"6572",1968,NA,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"501-1968",5564,0.0344026973858982,0.435334015480166,-0.766285518610668,0.959874171183796
"6573",1969,NA,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"501-1969",5565,0.030959381688329,0.435321341200716,-0.754475130142494,0.961857853990063
"6574",1970,NA,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"501-1970",5566,0.037722377544042,0.427005615627129,-0.760682377265621,0.946645123411465
"6575",1971,NA,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"501-1971",5567,0.0522242966714583,0.411830515429319,-0.673735366326089,0.968741576986533
"6576",1972,NA,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"501-1972",5568,0.0541414703609705,0.393695960301523,-0.642789373896882,0.883480299988906
"6577",1973,NA,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"501-1973",5569,0.0355451509297564,0.387938929857864,-0.658682661491014,0.830203828209535
"6578",1974,NA,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"501-1974",5570,0.0170616184648757,0.373593401241364,-0.69715249518526,0.797399969982834
"6579",1975,NA,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"501-1975",5571,0.00614183321470067,0.324426285155327,-0.602501184415625,0.704848842708628
"6580",1976,NA,501,NA,NA,NA,NA,2,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"501-1976",5572,-0.0265171570100016,0.263497292006999,-0.547918937904378,0.49624821203916
"6581",1977,NA,501,NA,NA,NA,NA,2,2,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"501-1977",5573,-0.068715609124323,0.246885899260647,-0.556882235143896,0.401189385115245
"6582",1978,NA,501,NA,NA,NA,NA,3,2,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"501-1978",5574,-0.113556736970053,0.250436711134459,-0.612928173156398,0.362042409901886
"6583",1979,NA,501,NA,NA,NA,NA,2,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"501-1979",5575,-0.0673379075255347,0.244035764079534,-0.543556727852508,0.398415088812389
"6584",1980,NA,501,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"501-1980",5576,-0.107762455870606,0.241732057875659,-0.582973287210338,0.367930702135051
"6585",1981,368,501,2,2,1,1,2,2,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"501-1981",5577,-0.131509640462069,0.222087473709889,-0.548969116344611,0.294016421428676
"6586",1982,368,501,2,2,1,1,3,2,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,NA,"501-1982",5578,-0.29156868579859,0.22291727770599,-0.737670990374195,0.146281108527622
"6587",1983,368,501,2,2,1,1,3,2,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"501-1983",5579,-0.292127390280076,0.208614958666078,-0.682984070915373,0.1124339941106
"6588",1984,368,501,2,2,1,1,4,3,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"501-1984",5580,-0.374767165958867,0.213618596668347,-0.788137498321286,0.0360699597338785
"6589",1985,368,501,2,2,1,0,2,2,NA,3,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"501-1985",5581,-0.289526454146003,0.217395799348254,-0.683533631814121,0.140854854760003
"6590",1986,368,501,2,2,1,1,3,2,NA,3,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"501-1986",5582,-0.329494183050819,0.208707543184017,-0.71053179885471,0.119139443429335
"6591",1987,368,501,2,2,0,1,3,3,NA,3,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"501-1987",5583,-0.462742912721445,0.196156868995124,-0.870409198687442,-0.0589258230890341
"6592",1988,368,501,1,1,1,0,3,2,NA,3,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,"501-1988",5584,-0.537357244268735,0.203987234250612,-0.94445696320139,-0.148641901946364
"6593",1989,368,501,2,1,1,0,2,2,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-1989",5585,-0.519246597796997,0.208120423269091,-0.920317753442861,-0.0960509749089354
"6594",1990,368,501,2,1,1,1,3,3,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-1990",5586,-0.654869130590663,0.200624497213901,-1.06636310258351,-0.285769763531178
"6595",1991,368,501,2,1,0,0,3,3,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-1991",5587,-0.839594556919439,0.208190267647599,-1.24694456431938,-0.442248317190194
"6596",1992,368,501,2,0,0,0,4,4,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-1992",5588,-1.03364283414902,0.203571626330188,-1.44713009028351,-0.641807211417585
"6597",1993,368,501,2,1,1,1,3,4,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-1993",5589,-0.935145553910375,0.195580911324973,-1.31488291606852,-0.549292797440833
"6598",1994,368,501,1,2,1,0,4,4,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-1994",5590,-0.962466804091349,0.194360568031999,-1.32048562784089,-0.575558129686469
"6599",1995,368,501,1,2,1,0,4,3,NA,3,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-1995",5591,-0.935468740246557,0.193088501121703,-1.31336218596498,-0.54534987792482
"6600",1996,368,501,2,1,1,0,3,4,NA,4,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-1996",5592,-1.00453272251176,0.190381193664903,-1.37881410732064,-0.637220824553462
"6601",1997,368,501,2,1,1,0,4,4,NA,4,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-1997",5593,-1.03070201789189,0.185213244739306,-1.37835269467197,-0.669618286329849
"6602",1998,368,501,2,0,0,0,3,3,NA,4,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-1998",5594,-0.966019103512986,0.192714769018953,-1.32923165209889,-0.581739282481282
"6603",1999,368,501,1,0,0,0,3,3,NA,4,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-1999",5595,-0.943309439853323,0.192325528287379,-1.3346499747268,-0.569172968362932
"6604",2000,368,501,2,0,0,0,3,3,NA,NA,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-2000",5596,-0.864869780790446,0.193961120481104,-1.22550991821546,-0.469031751662356
"6605",2001,368,501,2,1,0,0,3,3,NA,NA,5,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-2001",5597,-0.849338979721427,0.204822362775107,-1.2548741314994,-0.441112321455456
"6606",2002,368,501,2,0,0,0,4,4,NA,NA,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-2002",5598,-1.01425947906525,0.196890161015748,-1.40447691697895,-0.642934239276391
"6607",2003,368,501,2,0,1,0,3,4,NA,NA,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-2003",5599,-0.949818791193153,0.198667104581932,-1.36140873528108,-0.567367805648771
"6608",2004,368,501,2,0,2,0,3,3,NA,NA,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-2004",5600,-0.868066100470371,0.202564565780797,-1.26985737949303,-0.475496780870436
"6609",2005,368,501,2,0,1,0,3,4,NA,NA,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-2005",5601,-0.979786480827926,0.211697442344834,-1.37805549985882,-0.556593989078175
"6610",2006,368,501,2,0,1,0,3,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-2006",5602,-1.11291870664767,0.242129114894701,-1.57673819621956,-0.622025067333873
"6611",2007,368,501,2,0,1,0,4,4,NA,NA,NA,0,NA,NA,NA,NA,0,41,41,49,1,"501-2007",5603,-1.68902061390801,0.119708977619635,-1.93778986330874,-1.45770063888517
"6612",2008,368,501,1,0,1,0,4,4,NA,NA,NA,0,NA,NA,NA,NA,0,195,220,254,1,"501-2008",5604,-1.93241921015649,0.121965734705535,-2.17831850324957,-1.68765739506004
"6613",2009,368,501,1,0,1,0,3,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-2009",5605,-0.980512805449614,0.271748440789465,-1.54099411991562,-0.480660756529034
"6614",2010,368,501,2,1,1,0,3,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-2010",5606,-0.676124024356966,0.239738113585415,-1.14795053911397,-0.217134593501941
"6615",2011,368,501,2,1,1,0,2,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-2011",5607,-0.521970523584388,0.254077014454098,-0.994128387980472,0.0312556108513967
"6616",2012,NA,501,NA,NA,NA,NA,NA,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-2012",5608,-0.729068366991124,0.241773075447748,-1.20491951777309,-0.270492308058369
"6617",2013,NA,501,NA,NA,NA,NA,NA,4,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-2013",5609,-0.798252085414761,0.221249475005431,-1.2141857026497,-0.348313648755106
"6618",2014,NA,501,NA,NA,NA,NA,4,4,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-2014",5610,-0.853173073628687,0.203319942685662,-1.23900696708934,-0.462120493297157
"6619",2015,NA,501,NA,NA,NA,NA,3,4,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"501-2015",5611,-0.863394392718722,0.215778922013899,-1.27567871836937,-0.449730884244336
"6620",2016,NA,501,NA,NA,NA,NA,3,4,3,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,"501-2016",5612,-0.983375375374967,0.253491582291275,-1.46301621168664,-0.474373387160307
"6621",2017,NA,501,NA,NA,NA,NA,3,4,4,NA,NA,0,NA,NA,NA,NA,NA,43,43,44,1,"501-2017",5613,-1.67449620599994,0.118056212382078,-1.90676904496259,-1.45313362148288
"6622",2018,NA,501,NA,NA,NA,NA,NA,4,4,NA,NA,0,NA,NA,NA,NA,NA,28,28,28,1,"501-2018",5614,-1.61802365324535,0.115455478819285,-1.84719308623472,-1.39884512025714
"6623",2019,NA,501,NA,NA,NA,NA,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"501-2019",5615,-1.24189922617633,0.254686196169863,-1.72710135525515,-0.70898142405503
"6624",2020,NA,501,NA,NA,NA,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"501-2020",5616,-1.05301324527668,0.251634523672483,-1.55987728908846,-0.586388616846116
"6625",2021,NA,501,NA,NA,NA,NA,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"501-2021",5617,-0.907731716371381,0.281911940762623,-1.45371494139566,-0.331876860007423
"6626",1961,NA,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"510-1961",5678,-0.435391304142452,0.410089562377094,-1.16071701183268,0.413282988822403
"6627",1962,NA,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"510-1962",5679,-0.485042740955409,0.372931819551379,-1.1324459916421,0.288363210697117
"6628",1963,NA,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"510-1963",5680,-0.58279153532163,0.342173542073526,-1.24017009538666,0.113266508522306
"6629",1964,NA,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,NA,NA,NA,NA,"510-1964",5681,-0.698707076273753,0.33068708657957,-1.29918394970993,-0.00458664921281177
"6630",1965,NA,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"510-1965",5682,-0.563543019750653,0.350367787748838,-1.20454791472128,0.187848312958649
"6631",1966,NA,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"510-1966",5683,-0.474340286906376,0.360197016577064,-1.10182120392863,0.254584515989697
