"ccode","year","genocide","Mgenocide"
155,1967,0,1
155,1968,0,1
155,1969,0,1
155,1970,0,1
155,1971,0,1
155,1972,0,1
155,1973,1,6
155,1974,1,6
155,1975,1,5
155,1976,1,5
155,1977,0,1
155,1978,0,1
155,1979,0,1
155,1980,0,1
155,1981,0,1
155,1982,0,1
155,1983,0,1
155,1984,0,1
155,1985,0,1
155,1986,0,1
155,1987,0,1
155,1988,0,1
155,1989,0,1
155,1990,0,1
155,1991,0,1
155,1992,0,1
155,1993,0,1
155,1994,0,1
155,1995,0,1
155,1996,0,1
155,1997,0,1
155,1998,0,1
155,1999,0,1
155,2000,0,1
155,2001,0,1
155,2002,0,1
155,2003,0,1
155,2004,0,1
155,2005,0,1
155,2006,0,1
155,2007,0,1
155,2008,0,1
155,2009,0,1
155,2010,0,1
160,1956,0,1
160,1957,0,1
160,1958,0,1
160,1959,0,1
160,1960,0,1
160,1961,0,1
160,1962,0,1
160,1963,0,1
160,1964,0,1
160,1965,0,1
160,1966,0,1
160,1967,0,1
160,1968,0,1
160,1969,0,1
160,1970,0,1
160,1971,0,1
160,1972,0,1
160,1973,0,1
160,1974,0,1
160,1975,0,1
160,1976,1,5
160,1977,1,5
160,1978,1,5
160,1979,1,4
160,1980,1,4
160,1981,0,1
160,1982,0,1
160,1983,0,1
160,1984,0,1
160,1985,0,1
160,1986,0,1
160,1987,0,1
160,1988,0,1
160,1989,0,1
160,1990,0,1
160,1991,0,1
160,1992,0,1
160,1993,0,1
160,1994,0,1
160,1995,0,1
160,1996,0,1
160,1997,0,1
160,1998,0,1
160,1999,0,1
160,2000,0,1
160,2001,0,1
160,2002,0,1
160,2003,0,1
160,2004,0,1
160,2005,0,1
160,2006,0,1
160,2007,0,1
160,2008,0,1
160,2009,0,1
160,2010,0,1
165,1956,0,1
165,1957,0,1
165,1958,0,1
165,1959,0,1
165,1960,0,1
165,1961,0,1
165,1962,0,1
165,1963,0,1
165,1964,0,1
165,1965,0,1
165,1966,0,1
165,1967,0,1
165,1968,0,1
165,1969,0,1
165,1970,0,1
165,1971,0,1
165,1972,0,1
165,1973,0,1
165,1974,0,1
165,1975,0,1
165,1976,0,1
165,1977,0,1
165,1978,0,1
165,1979,0,1
165,1980,0,1
165,1981,0,1
165,1982,0,1
165,1983,0,1
165,1984,0,1
165,1985,0,1
165,1986,0,1
165,1987,0,1
165,1988,0,1
165,1989,0,1
165,1990,0,1
165,1991,0,1
165,1992,0,1
165,1993,0,1
165,1994,0,1
165,1995,0,1
165,1996,0,1
165,1997,0,1
165,1998,0,1
165,1999,0,1
165,2000,0,1
165,2001,0,1
165,2002,0,1
165,2003,0,1
165,2004,0,1
165,2005,0,1
165,2006,0,1
165,2007,0,1
165,2008,0,1
165,2009,0,1
165,2010,0,1
200,1956,0,1
200,1957,0,1
200,1958,0,1
200,1959,0,1
200,1960,0,1
200,1961,0,1
200,1962,0,1
200,1963,0,1
200,1964,0,1
200,1965,0,1
200,1966,0,1
200,1967,0,1
200,1968,0,1
200,1969,0,1
200,1970,0,1
200,1971,0,1
200,1972,0,1
200,1973,0,1
200,1974,0,1
200,1975,0,1
200,1976,0,1
200,1977,0,1
200,1978,0,1
200,1979,0,1
200,1980,0,1
200,1981,0,1
200,1982,0,1
200,1983,0,1
200,1984,0,1
200,1985,0,1
200,1986,0,1
200,1987,0,1
200,1988,0,1
200,1989,0,1
200,1990,0,1
200,1991,0,1
200,1992,0,1
200,1993,0,1
200,1994,0,1
200,1995,0,1
200,1996,0,1
200,1997,0,1
200,1998,0,1
200,1999,0,1
200,2000,0,1
200,2001,0,1
200,2002,0,1
200,2003,0,1
200,2004,0,1
200,2005,0,1
200,2006,0,1
200,2007,0,1
200,2008,0,1
200,2009,0,1
200,2010,0,1
205,1956,0,1
205,1957,0,1
205,1958,0,1
205,1959,0,1
205,1960,0,1
205,1961,0,1
205,1962,0,1
205,1963,0,1
205,1964,0,1
205,1965,0,1
205,1966,0,1
205,1967,0,1
205,1968,0,1
205,1969,0,1
205,1970,0,1
205,1971,0,1
205,1972,0,1
205,1973,0,1
205,1974,0,1
205,1975,0,1
205,1976,0,1
205,1977,0,1
205,1978,0,1
205,1979,0,1
205,1980,0,1
205,1981,0,1
205,1982,0,1
205,1983,0,1
205,1984,0,1
205,1985,0,1
205,1986,0,1
205,1987,0,1
205,1988,0,1
205,1989,0,1
205,1990,0,1
205,1991,0,1
205,1992,0,1
205,1993,0,1
205,1994,0,1
205,1995,0,1
205,1996,0,1
205,1997,0,1
205,1998,0,1
205,1999,0,1
205,2000,0,1
205,2001,0,1
205,2002,0,1
205,2003,0,1
205,2004,0,1
205,2005,0,1
205,2006,0,1
205,2007,0,1
205,2008,0,1
205,2009,0,1
205,2010,0,1
210,1956,0,1
210,1957,0,1
210,1958,0,1
210,1959,0,1
210,1960,0,1
210,1961,0,1
210,1962,0,1
210,1963,0,1
210,1964,0,1
210,1965,0,1
210,1966,0,1
210,1967,0,1
210,1968,0,1
210,1969,0,1
210,1970,0,1
210,1971,0,1
210,1972,0,1
210,1973,0,1
210,1974,0,1
210,1975,0,1
210,1976,0,1
210,1977,0,1
210,1978,0,1
210,1979,0,1
210,1980,0,1
210,1981,0,1
210,1982,0,1
210,1983,0,1
210,1984,0,1
210,1985,0,1
210,1986,0,1
210,1987,0,1
210,1988,0,1
210,1989,0,1
210,1990,0,1
210,1991,0,1
210,1992,0,1
210,1993,0,1
210,1994,0,1
210,1995,0,1
210,1996,0,1
210,1997,0,1
210,1998,0,1
210,1999,0,1
210,2000,0,1
210,2001,0,1
210,2002,0,1
210,2003,0,1
210,2004,0,1
210,2005,0,1
210,2006,0,1
210,2007,0,1
210,2008,0,1
210,2009,0,1
210,2010,0,1
211,1956,0,1
211,1957,0,1
211,1958,0,1
211,1959,0,1
211,1960,0,1
211,1961,0,1
211,1962,0,1
211,1963,0,1
211,1964,0,1
211,1965,0,1
211,1966,0,1
211,1967,0,1
211,1968,0,1
211,1969,0,1
211,1970,0,1
211,1971,0,1
211,1972,0,1
211,1973,0,1
211,1974,0,1
211,1975,0,1
211,1976,0,1
211,1977,0,1
211,1978,0,1
211,1979,0,1
211,1980,0,1
211,1981,0,1
211,1982,0,1
211,1983,0,1
211,1984,0,1
211,1985,0,1
211,1986,0,1
211,1987,0,1
211,1988,0,1
211,1989,0,1
211,1990,0,1
211,1991,0,1
211,1992,0,1
211,1993,0,1
211,1994,0,1
211,1995,0,1
211,1996,0,1
211,1997,0,1
211,1998,0,1
211,1999,0,1
211,2000,0,1
211,2001,0,1
211,2002,0,1
211,2003,0,1
211,2004,0,1
211,2005,0,1
211,2006,0,1
211,2007,0,1
211,2008,0,1
211,2009,0,1
211,2010,0,1
212,1956,0,1
212,1957,0,1
212,1958,0,1
212,1959,0,1
212,1960,0,1
212,1961,0,1
212,1962,0,1
212,1963,0,1
212,1964,0,1
212,1965,0,1
212,1966,0,1
212,1967,0,1
212,1968,0,1
212,1969,0,1
212,1970,0,1
212,1971,0,1
212,1972,0,1
212,1973,0,1
212,1974,0,1
212,1975,0,1
212,1976,0,1
212,1977,0,1
212,1978,0,1
212,1979,0,1
212,1980,0,1
212,1981,0,1
212,1982,0,1
212,1983,0,1
212,1984,0,1
212,1985,0,1
212,1986,0,1
212,1987,0,1
212,1988,0,1
212,1989,0,1
212,1990,0,1
212,1991,0,1
212,1992,0,1
212,1993,0,1
212,1994,0,1
212,1995,0,1
212,1996,0,1
212,1997,0,1
212,1998,0,1
212,1999,0,1
212,2000,0,1
212,2001,0,1
212,2002,0,1
212,2003,0,1
212,2004,0,1
212,2005,0,1
212,2006,0,1
212,2007,0,1
212,2008,0,1
212,2009,0,1
212,2010,0,1
220,1956,0,1
220,1957,0,1
220,1958,0,1
220,1959,0,1
220,1960,0,1
220,1961,0,1
220,1962,0,1
220,1963,0,1
220,1964,0,1
220,1965,0,1
220,1966,0,1
220,1967,0,1
220,1968,0,1
220,1969,0,1
220,1970,0,1
220,1971,0,1
220,1972,0,1
220,1973,0,1
220,1974,0,1
220,1975,0,1
220,1976,0,1
220,1977,0,1
220,1978,0,1
220,1979,0,1
220,1980,0,1
220,1981,0,1
220,1982,0,1
220,1983,0,1
220,1984,0,1
220,1985,0,1
220,1986,0,1
220,1987,0,1
220,1988,0,1
220,1989,0,1
220,1990,0,1
220,1991,0,1
220,1992,0,1
220,1993,0,1
220,1994,0,1
220,1995,0,1
220,1996,0,1
220,1997,0,1
220,1998,0,1
220,1999,0,1
220,2000,0,1
220,2001,0,1
220,2002,0,1
220,2003,0,1
220,2004,0,1
220,2005,0,1
220,2006,0,1
220,2007,0,1
220,2008,0,1
220,2009,0,1
220,2010,0,1
221,1993,0,1
221,1994,0,1
221,1995,0,1
221,1996,0,1
221,1997,0,1
221,1998,0,1
221,1999,0,1
221,2000,0,1
221,2001,0,1
221,2002,0,1
221,2003,0,1
221,2004,0,1
221,2005,0,1
221,2006,0,1
221,2007,0,1
221,2008,0,1
221,2009,0,1
221,2010,0,1
223,1990,0,1
223,1991,0,1
223,1992,0,1
223,1993,0,1
223,1994,0,1
223,1995,0,1
223,1996,0,1
223,1997,0,1
223,1998,0,1
223,1999,0,1
223,2000,0,1
223,2001,0,1
223,2002,0,1
223,2003,0,1
223,2004,0,1
223,2005,0,1
223,2006,0,1
223,2007,0,1
223,2008,0,1
223,2009,0,1
223,2010,0,1
225,1956,0,1
225,1957,0,1
225,1958,0,1
225,1959,0,1
225,1960,0,1
225,1961,0,1
225,1962,0,1
225,1963,0,1
225,1964,0,1
225,1965,0,1
225,1966,0,1
225,1967,0,1
225,1968,0,1
225,1969,0,1
225,1970,0,1
225,1971,0,1
225,1972,0,1
225,1973,0,1
225,1974,0,1
225,1975,0,1
225,1976,0,1
225,1977,0,1
225,1978,0,1
225,1979,0,1
225,1980,0,1
225,1981,0,1
225,1982,0,1
225,1983,0,1
225,1984,0,1
225,1985,0,1
225,1986,0,1
225,1987,0,1
225,1988,0,1
225,1989,0,1
225,1990,0,1
225,1991,0,1
225,1992,0,1
225,1993,0,1
225,1994,0,1
225,1995,0,1
225,1996,0,1
225,1997,0,1
225,1998,0,1
225,1999,0,1
225,2000,0,1
225,2001,0,1
225,2002,0,1
225,2003,0,1
225,2004,0,1
225,2005,0,1
225,2006,0,1
225,2007,0,1
225,2008,0,1
225,2009,0,1
225,2010,0,1
230,1956,0,1
230,1957,0,1
230,1958,0,1
230,1959,0,1
230,1960,0,1
230,1961,0,1
230,1962,0,1
230,1963,0,1
230,1964,0,1
230,1965,0,1
230,1966,0,1
230,1967,0,1
230,1968,0,1
230,1969,0,1
230,1970,0,1
230,1971,0,1
230,1972,0,1
230,1973,0,1
230,1974,0,1
230,1975,0,1
230,1976,0,1
230,1977,0,1
230,1978,0,1
230,1979,0,1
230,1980,0,1
230,1981,0,1
230,1982,0,1
230,1983,0,1
230,1984,0,1
230,1985,0,1
230,1986,0,1
230,1987,0,1
230,1988,0,1
230,1989,0,1
230,1990,0,1
230,1991,0,1
230,1992,0,1
230,1993,0,1
230,1994,0,1
230,1995,0,1
230,1996,0,1
230,1997,0,1
230,1998,0,1
230,1999,0,1
230,2000,0,1
230,2001,0,1
230,2002,0,1
230,2003,0,1
230,2004,0,1
230,2005,0,1
230,2006,0,1
230,2007,0,1
230,2008,0,1
230,2009,0,1
230,2010,0,1
232,1993,0,1
232,1994,0,1
232,1995,0,1
232,1996,0,1
232,1997,0,1
232,1998,0,1
232,1999,0,1
232,2000,0,1
232,2001,0,1
232,2002,0,1
232,2003,0,1
232,2004,0,1
232,2005,0,1
232,2006,0,1
232,2007,0,1
232,2008,0,1
232,2009,0,1
232,2010,0,1
235,1956,0,1
235,1957,0,1
235,1958,0,1
235,1959,0,1
235,1960,0,1
235,1961,0,1
235,1962,0,1
235,1963,0,1
235,1964,0,1
235,1965,0,1
235,1966,0,1
235,1967,0,1
235,1968,0,1
235,1969,0,1
235,1970,0,1
235,1971,0,1
235,1972,0,1
235,1973,0,1
235,1974,0,1
235,1975,0,1
235,1976,0,1
235,1977,0,1
235,1978,0,1
235,1979,0,1
235,1980,0,1
235,1981,0,1
235,1982,0,1
235,1983,0,1
235,1984,0,1
235,1985,0,1
235,1986,0,1
235,1987,0,1
235,1988,0,1
235,1989,0,1
235,1990,0,1
235,1991,0,1
235,1992,0,1
235,1993,0,1
235,1994,0,1
235,1995,0,1
235,1996,0,1
235,1997,0,1
235,1998,0,1
235,1999,0,1
235,2000,0,1
235,2001,0,1
235,2002,0,1
235,2003,0,1
235,2004,0,1
235,2005,0,1
235,2006,0,1
235,2007,0,1
235,2008,0,1
235,2009,0,1
235,2010,0,1
255,1990,0,1
255,1991,0,1
255,1992,0,1
255,1993,0,1
255,1994,0,1
255,1995,0,1
255,1996,0,1
255,1997,0,1
255,1998,0,1
255,1999,0,1
255,2000,0,1
255,2001,0,1
255,2002,0,1
255,2003,0,1
255,2004,0,1
255,2005,0,1
255,2006,0,1
255,2007,0,1
255,2008,0,1
255,2009,0,1
255,2010,0,1
260,1956,0,1
260,1957,0,1
260,1958,0,1
260,1959,0,1
260,1960,0,1
260,1961,0,1
260,1962,0,1
260,1963,0,1
260,1964,0,1
260,1965,0,1
260,1966,0,1
260,1967,0,1
260,1968,0,1
260,1969,0,1
260,1970,0,1
260,1971,0,1
260,1972,0,1
260,1973,0,1
260,1974,0,1
260,1975,0,1
260,1976,0,1
260,1977,0,1
260,1978,0,1
260,1979,0,1
260,1980,0,1
260,1981,0,1
260,1982,0,1
260,1983,0,1
260,1984,0,1
260,1985,0,1
260,1986,0,1
260,1987,0,1
260,1988,0,1
260,1989,0,1
260,1990,0,1
265,1956,0,1
265,1957,0,1
265,1958,0,1
265,1959,0,1
265,1960,0,1
265,1961,0,1
265,1962,0,1
265,1963,0,1
265,1964,0,1
265,1965,0,1
265,1966,0,1
265,1967,0,1
265,1968,0,1
265,1969,0,1
265,1970,0,1
265,1971,0,1
265,1972,0,1
265,1973,0,1
265,1974,0,1
265,1975,0,1
265,1976,0,1
265,1977,0,1
265,1978,0,1
265,1979,0,1
265,1980,0,1
265,1981,0,1
265,1982,0,1
265,1983,0,1
265,1984,0,1
265,1985,0,1
265,1986,0,1
265,1987,0,1
265,1988,0,1
265,1989,0,1
265,1990,0,1
290,1956,0,1
290,1957,0,1
290,1958,0,1
290,1959,0,1
290,1960,0,1
290,1961,0,1
290,1962,0,1
290,1963,0,1
290,1964,0,1
290,1965,0,1
290,1966,0,1
290,1967,0,1
290,1968,0,1
290,1969,0,1
290,1970,0,1
290,1971,0,1
290,1972,0,1
290,1973,0,1
290,1974,0,1
290,1975,0,1
290,1976,0,1
290,1977,0,1
290,1978,0,1
290,1979,0,1
290,1980,0,1
290,1981,0,1
290,1982,0,1
290,1983,0,1
290,1984,0,1
290,1985,0,1
290,1986,0,1
290,1987,0,1
290,1988,0,1
290,1989,0,1
290,1990,0,1
290,1991,0,1
290,1992,0,1
290,1993,0,1
290,1994,0,1
290,1995,0,1
290,1996,0,1
290,1997,0,1
290,1998,0,1
290,1999,0,1
290,2000,0,1
290,2001,0,1
290,2002,0,1
290,2003,0,1
290,2004,0,1
290,2005,0,1
290,2006,0,1
290,2007,0,1
290,2008,0,1
290,2009,0,1
290,2010,0,1
305,1956,0,1
305,1957,0,1
305,1958,0,1
305,1959,0,1
305,1960,0,1
305,1961,0,1
305,1962,0,1
305,1963,0,1
305,1964,0,1
305,1965,0,1
305,1966,0,1
305,1967,0,1
305,1968,0,1
305,1969,0,1
305,1970,0,1
305,1971,0,1
305,1972,0,1
305,1973,0,1
305,1974,0,1
305,1975,0,1
305,1976,0,1
305,1977,0,1
305,1978,0,1
305,1979,0,1
305,1980,0,1
305,1981,0,1
305,1982,0,1
305,1983,0,1
305,1984,0,1
305,1985,0,1
305,1986,0,1
305,1987,0,1
305,1988,0,1
305,1989,0,1
305,1990,0,1
305,1991,0,1
305,1992,0,1
305,1993,0,1
305,1994,0,1
305,1995,0,1
305,1996,0,1
305,1997,0,1
305,1998,0,1
305,1999,0,1
305,2000,0,1
305,2001,0,1
305,2002,0,1
305,2003,0,1
305,2004,0,1
305,2005,0,1
305,2006,0,1
305,2007,0,1
305,2008,0,1
305,2009,0,1
305,2010,0,1
310,1956,0,1
310,1957,0,1
310,1958,0,1
310,1959,0,1
310,1960,0,1
310,1961,0,1
310,1962,0,1
310,1963,0,1
310,1964,0,1
310,1965,0,1
310,1966,0,1
310,1967,0,1
310,1968,0,1
310,1969,0,1
310,1970,0,1
310,1971,0,1
310,1972,0,1
310,1973,0,1
310,1974,0,1
310,1975,0,1
310,1976,0,1
310,1977,0,1
310,1978,0,1
310,1979,0,1
310,1980,0,1
310,1981,0,1
310,1982,0,1
310,1983,0,1
310,1984,0,1
310,1985,0,1
310,1986,0,1
310,1987,0,1
310,1988,0,1
310,1989,0,1
310,1990,0,1
310,1991,0,1
310,1992,0,1
310,1993,0,1
310,1994,0,1
310,1995,0,1
310,1996,0,1
310,1997,0,1
310,1998,0,1
310,1999,0,1
310,2000,0,1
310,2001,0,1
310,2002,0,1
310,2003,0,1
310,2004,0,1
310,2005,0,1
310,2006,0,1
310,2007,0,1
310,2008,0,1
310,2009,0,1
310,2010,0,1
315,1956,0,1
315,1957,0,1
315,1958,0,1
315,1959,0,1
315,1960,0,1
315,1961,0,1
315,1962,0,1
315,1963,0,1
315,1964,0,1
315,1965,0,1
315,1966,0,1
315,1967,0,1
315,1968,0,1
315,1969,0,1
315,1970,0,1
315,1971,0,1
315,1972,0,1
315,1973,0,1
315,1974,0,1
315,1975,0,1
315,1976,0,1
315,1977,0,1
315,1978,0,1
315,1979,0,1
315,1980,0,1
315,1981,0,1
315,1982,0,1
315,1983,0,1
315,1984,0,1
315,1985,0,1
315,1986,0,1
315,1987,0,1
315,1988,0,1
315,1989,0,1
315,1990,0,1
315,1991,0,1
315,1992,0,1
316,1993,0,1
316,1994,0,1
316,1995,0,1
316,1996,0,1
316,1997,0,1
316,1998,0,1
316,1999,0,1
316,2000,0,1
316,2001,0,1
316,2002,0,1
316,2003,0,1
316,2004,0,1
316,2005,0,1
316,2006,0,1
316,2007,0,1
316,2008,0,1
316,2009,0,1
316,2010,0,1
317,1993,0,1
317,1994,0,1
317,1995,0,1
317,1996,0,1
317,1997,0,1
317,1998,0,1
317,1999,0,1
317,2000,0,1
317,2001,0,1
317,2002,0,1
317,2003,0,1
317,2004,0,1
317,2005,0,1
317,2006,0,1
317,2007,0,1
317,2008,0,1
317,2009,0,1
317,2010,0,1
325,1956,0,1
325,1957,0,1
325,1958,0,1
325,1959,0,1
325,1960,0,1
325,1961,0,1
325,1962,0,1
325,1963,0,1
325,1964,0,1
325,1965,0,1
325,1966,0,1
325,1967,0,1
325,1968,0,1
325,1969,0,1
325,1970,0,1
325,1971,0,1
325,1972,0,1
325,1973,0,1
325,1974,0,1
325,1975,0,1
325,1976,0,1
325,1977,0,1
325,1978,0,1
325,1979,0,1
325,1980,0,1
325,1981,0,1
325,1982,0,1
325,1983,0,1
325,1984,0,1
325,1985,0,1
325,1986,0,1
325,1987,0,1
325,1988,0,1
325,1989,0,1
325,1990,0,1
325,1991,0,1
325,1992,0,1
325,1993,0,1
325,1994,0,1
325,1995,0,1
325,1996,0,1
325,1997,0,1
325,1998,0,1
325,1999,0,1
325,2000,0,1
325,2001,0,1
325,2002,0,1
325,2003,0,1
325,2004,0,1
325,2005,0,1
325,2006,0,1
325,2007,0,1
325,2008,0,1
325,2009,0,1
325,2010,0,1
331,1992,0,1
331,1993,0,1
331,1994,0,1
331,1995,0,1
331,1996,0,1
331,1997,0,1
331,1998,0,1
331,1999,0,1
331,2000,0,1
331,2001,0,1
331,2002,0,1
331,2003,0,1
331,2004,0,1
331,2005,0,1
331,2006,0,1
331,2007,0,1
331,2008,0,1
331,2009,0,1
331,2010,0,1
338,1964,0,1
338,1965,0,1
338,1966,0,1
338,1967,0,1
338,1968,0,1
338,1969,0,1
338,1970,0,1
338,1971,0,1
338,1972,0,1
338,1973,0,1
338,1974,0,1
338,1975,0,1
338,1976,0,1
338,1977,0,1
338,1978,0,1
338,1979,0,1
338,1980,0,1
338,1981,0,1
338,1982,0,1
338,1983,0,1
338,1984,0,1
338,1985,0,1
338,1986,0,1
338,1987,0,1
338,1988,0,1
338,1989,0,1
338,1990,0,1
338,1991,0,1
338,1992,0,1
338,1993,0,1
338,1994,0,1
338,1995,0,1
338,1996,0,1
338,1997,0,1
338,1998,0,1
338,1999,0,1
338,2000,0,1
338,2001,0,1
338,2002,0,1
338,2003,0,1
338,2004,0,1
338,2005,0,1
338,2006,0,1
338,2007,0,1
338,2008,0,1
338,2009,0,1
338,2010,0,1
339,1956,0,1
339,1957,0,1
339,1958,0,1
339,1959,0,1
339,1960,0,1
339,1961,0,1
339,1962,0,1
339,1963,0,1
339,1964,0,1
339,1965,0,1
339,1966,0,1
339,1967,0,1
339,1968,0,1
339,1969,0,1
339,1970,0,1
339,1971,0,1
339,1972,0,1
339,1973,0,1
339,1974,0,1
339,1975,0,1
339,1976,0,1
339,1977,0,1
339,1978,0,1
339,1979,0,1
339,1980,0,1
339,1981,0,1
339,1982,0,1
339,1983,0,1
339,1984,0,1
339,1985,0,1
339,1986,0,1
339,1987,0,1
339,1988,0,1
339,1989,0,1
339,1990,0,1
339,1991,0,1
339,1992,0,1
339,1993,0,1
339,1994,0,1
339,1995,0,1
339,1996,0,1
339,1997,0,1
339,1998,0,1
339,1999,0,1
339,2000,0,1
339,2001,0,1
339,2002,0,1
339,2003,0,1
339,2004,0,1
339,2005,0,1
339,2006,0,1
339,2007,0,1
339,2008,0,1
339,2009,0,1
339,2010,0,1
341,2006,0,1
341,2007,0,1
341,2008,0,1
341,2009,0,1
341,2010,0,1
343,1993,0,1
343,1994,0,1
343,1995,0,1
343,1996,0,1
343,1997,0,1
343,1998,0,1
343,1999,0,1
343,2000,0,1
343,2001,0,1
343,2002,0,1
343,2003,0,1
343,2004,0,1
343,2005,0,1
343,2006,0,1
343,2007,0,1
343,2008,0,1
343,2009,0,1
343,2010,0,1
344,1992,0,1
344,1993,0,1
344,1994,0,1
344,1995,0,1
344,1996,0,1
344,1997,0,1
344,1998,0,1
344,1999,0,1
344,2000,0,1
344,2001,0,1
344,2002,0,1
344,2003,0,1
344,2004,0,1
344,2005,0,1
344,2006,0,1
344,2007,0,1
344,2008,0,1
344,2009,0,1
344,2010,0,1
345,1956,0,1
345,1957,0,1
345,1958,0,1
345,1959,0,1
345,1960,0,1
345,1961,0,1
345,1962,0,1
345,1963,0,1
345,1964,0,1
345,1965,0,1
345,1966,0,1
345,1967,0,1
345,1968,0,1
345,1969,0,1
345,1970,0,1
345,1971,0,1
345,1972,0,1
345,1973,0,1
345,1974,0,1
345,1975,0,1
345,1976,0,1
345,1977,0,1
345,1978,0,1
345,1979,0,1
345,1980,0,1
345,1981,0,1
345,1982,0,1
345,1983,0,1
345,1984,0,1
345,1985,0,1
345,1986,0,1
345,1987,0,1
345,1988,0,1
345,1989,0,1
345,1990,0,1
345,1991,0,1
345,1992,0,1
345,1993,0,1
345,1994,0,1
345,1995,0,1
345,1996,0,1
345,1997,0,1
345,1998,1,4
345,1999,1,7
345,2000,0,1
345,2001,0,1
345,2002,0,1
345,2003,0,1
345,2004,0,1
345,2005,0,1
345,2006,0,1
345,2007,0,1
345,2008,0,1
345,2009,0,1
345,2010,0,1
346,1992,1,10
346,1993,1,10
346,1994,1,7
346,1995,1,8
346,1996,0,1
346,1997,0,1
346,1998,0,1
346,1999,0,1
346,2000,0,1
346,2001,0,1
346,2002,0,1
346,2003,0,1
346,2004,0,1
346,2005,0,1
346,2006,0,1
346,2007,0,1
346,2008,0,1
346,2009,0,1
346,2010,0,1
347,2008,0,1
347,2009,0,1
347,2010,0,1
349,1992,0,1
349,1993,0,1
349,1994,0,1
349,1995,0,1
349,1996,0,1
349,1997,0,1
349,1998,0,1
349,1999,0,1
349,2000,0,1
349,2001,0,1
349,2002,0,1
349,2003,0,1
349,2004,0,1
349,2005,0,1
349,2006,0,1
349,2007,0,1
349,2008,0,1
349,2009,0,1
349,2010,0,1
350,1956,0,1
350,1957,0,1
350,1958,0,1
350,1959,0,1
350,1960,0,1
350,1961,0,1
350,1962,0,1
350,1963,0,1
350,1964,0,1
350,1965,0,1
350,1966,0,1
350,1967,0,1
350,1968,0,1
350,1969,0,1
350,1970,0,1
350,1971,0,1
350,1972,0,1
350,1973,0,1
350,1974,0,1
350,1975,0,1
350,1976,0,1
350,1977,0,1
350,1978,0,1
350,1979,0,1
350,1980,0,1
350,1981,0,1
350,1982,0,1
350,1983,0,1
350,1984,0,1
350,1985,0,1
350,1986,0,1
350,1987,0,1
350,1988,0,1
350,1989,0,1
350,1990,0,1
350,1991,0,1
350,1992,0,1
350,1993,0,1
350,1994,0,1
350,1995,0,1
350,1996,0,1
350,1997,0,1
350,1998,0,1
350,1999,0,1
350,2000,0,1
350,2001,0,1
350,2002,0,1
350,2003,0,1
350,2004,0,1
350,2005,0,1
350,2006,0,1
350,2007,0,1
350,2008,0,1
350,2009,0,1
350,2010,0,1
352,1960,0,1
352,1961,0,1
352,1962,0,1
352,1963,0,1
352,1964,0,1
352,1965,0,1
352,1966,0,1
352,1967,0,1
352,1968,0,1
352,1969,0,1
352,1970,0,1
352,1971,0,1
352,1972,0,1
352,1973,0,1
352,1974,0,1
352,1975,0,1
352,1976,0,1
352,1977,0,1
352,1978,0,1
352,1979,0,1
352,1980,0,1
352,1981,0,1
352,1982,0,1
352,1983,0,1
352,1984,0,1
352,1985,0,1
352,1986,0,1
352,1987,0,1
352,1988,0,1
352,1989,0,1
352,1990,0,1
352,1991,0,1
352,1992,0,1
352,1993,0,1
352,1994,0,1
352,1995,0,1
352,1996,0,1
352,1997,0,1
352,1998,0,1
352,1999,0,1
352,2000,0,1
352,2001,0,1
352,2002,0,1
352,2003,0,1
352,2004,0,1
352,2005,0,1
352,2006,0,1
352,2007,0,1
352,2008,0,1
352,2009,0,1
352,2010,0,1
355,1956,0,1
355,1957,0,1
355,1958,0,1
355,1959,0,1
355,1960,0,1
355,1961,0,1
355,1962,0,1
355,1963,0,1
355,1964,0,1
355,1965,0,1
355,1966,0,1
355,1967,0,1
355,1968,0,1
355,1969,0,1
355,1970,0,1
355,1971,0,1
355,1972,0,1
355,1973,0,1
355,1974,0,1
355,1975,0,1
355,1976,0,1
355,1977,0,1
355,1978,0,1
355,1979,0,1
355,1980,0,1
355,1981,0,1
355,1982,0,1
355,1983,0,1
355,1984,0,1
355,1985,0,1
355,1986,0,1
355,1987,0,1
355,1988,0,1
355,1989,0,1
355,1990,0,1
355,1991,0,1
355,1992,0,1
355,1993,0,1
355,1994,0,1
355,1995,0,1
355,1996,0,1
355,1997,0,1
355,1998,0,1
355,1999,0,1
355,2000,0,1
355,2001,0,1
355,2002,0,1
355,2003,0,1
355,2004,0,1
355,2005,0,1
355,2006,0,1
355,2007,0,1
355,2008,0,1
355,2009,0,1
355,2010,0,1
359,1991,0,1
359,1992,0,1
359,1993,0,1
359,1994,0,1
359,1995,0,1
359,1996,0,1
359,1997,0,1
359,1998,0,1
359,1999,0,1
359,2000,0,1
359,2001,0,1
359,2002,0,1
359,2003,0,1
359,2004,0,1
359,2005,0,1
359,2006,0,1
359,2007,0,1
359,2008,0,1
359,2009,0,1
359,2010,0,1
360,1956,0,1
360,1957,0,1
360,1958,0,1
360,1959,0,1
360,1960,0,1
360,1961,0,1
360,1962,0,1
360,1963,0,1
360,1964,0,1
360,1965,0,1
360,1966,0,1
360,1967,0,1
360,1968,0,1
360,1969,0,1
360,1970,0,1
360,1971,0,1
360,1972,0,1
360,1973,0,1
360,1974,0,1
360,1975,0,1
360,1976,0,1
360,1977,0,1
360,1978,0,1
